USGS_Station_Number,Field_Name,project,discrete,estimated,frozen,storm,unique_storm_number,n_sub_flow_events,storm_start,storm_end,runoff_volume,peak_discharge,estimated_flow_fraction,suspended_sediment_load_pounds,chloride_load_pounds,nitrate_plus_nitrite_load_pounds,ammonia_plus_ammonium_load_pounds,total_Kjeldahl_nitrogen_unfiltered_load_pounds,orthophosphate_load_pounds,total_phosphorus_unfiltered_load_pounds,total_nitrogen_load_pounds,organic_nitrogen_load_pounds,dissolved_organic_carbon_load_pounds,total_organic_carbon_load_pounds,total_Kjeldahl_nitrogen_filtered_load_pounds,total_phosphorus_filtered_load_pounds,total_dissolved_solids_load_pounds,total_solids_load_pounds,total_suspended_solids_load_pounds,total_volatile_suspended_solids_load_pounds,suspended_sediment_conc_mgL,chloride_conc_mgL,nitrate_plus_nitrite_conc_mgL,ammonia_plus_ammonium_conc_mgL,total_Kjeldahl_nitrogen_unfiltered_conc_mgL,orthophosphate_conc_mgL,total_phosphorus_unfiltered_conc_mgL,total_nitrogen_conc_mgL,organic_nitrogen_conc_mgL,dissolved_organic_carbon_conc_mgL,total_organic_carbon_conc_mgL,total_Kjeldahl_nitrogen_filtered_conc_mgL,total_phosphorus_filtered_conc_mgL,total_dissolved_solids_conc_mgL,total_solids_conc_mgL,total_suspended_solids_conc_mgL,total_volatile_suspended_solids_conc_mgL,remark_suspended_sediment,remark_chloride,remark_nitrate_plus_nitrite,remark_ammonia_plus_ammonium,remark_total_Kjeldahl_nitrogen_unfiltered,remark_orthophosphate,remark_total_phosphorus_unfiltered,remark_total_nitrogen,remark_organic_nitrogen,remark_dissolved_organic_carbon,remark_total_organic_carbon,remark_total_Kjeldahl_nitrogen_filtered,remark_total_phosphorus_filtered,remark_total_dissolved_solids,remark_total_solids,remark_total_suspended_solids,remark_total_volatile_suspended_solids,suspended_sediment_yield_pounds_per_acre,chloride_yield_pounds_per_acre,nitrate_plus_nitrite_yield_pounds_per_acre,ammonia_plus_ammonium_yield_pounds_per_acre,total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre,orthophosphate_yield_pounds_per_acre,total_phosphorus_unfiltered_yield_pounds_per_acre,total_nitrogen_yield_pounds_per_acre,organic_nitrogen_yield_pounds_per_acre,dissolved_organic_carbon_yield_pounds_per_acre,total_organic_carbon_yield_pounds_per_acre,total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre,total_phosphorus_filtered_yield_pounds_per_acre,total_dissolved_solids_yield_pounds_per_acre,total_solids_yield_pounds_per_acre,total_suspended_solids_yield_pounds_per_acre,total_volatile_suspended_solids_yield_pounds_per_acre,rain,duration,Ievent,I5,I10,I15,I30,I60,energy_m1,erosivity_m1,energy_m2,erosivity_m2,ARFdays1,ARFdays2,ARFdays7,ARFdays14,remark_rain
USGS-441520088045002,WI-TL1,GLRI,0,0,1,1,2110,1,3/3/2021 16:15,3/7/2021 17:00,5422,0.05835,0,6.43,9.78,3.45,0.176,0.552,0.291,0.3,4,0.376,3.11,3.38,NA,NA,NA,NA,NA,NA,19,28.9,10.2,0.52,1.63,0.86,0.886,11.8,1.11,9.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,0.382,0.135,0.00688,0.0216,0.0114,0.0117,0.156,0.0147,0.122,0.132,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.02,zero tile frozen
USGS-441520088045002,WI-TL1,GLRI,1,0,1,1,2111,1,3/7/2021 17:00,3/10/2021 15:10,7969,0.08575,0,5.97,17,6.87,0.0746,0.821,0.243,0.285,7.69,0.746,3.63,3.73,NA,NA,NA,NA,NA,NA,12,34.2,13.8,0.15,1.65,0.489,0.572,15.4,1.5,7.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233,0.665,0.268,0.00291,0.0321,0.0095,0.0111,0.3,0.0291,0.142,0.146,NA,NA,NA,NA,NA,NA,0.12,2.583,0.04645,0.96,0.72,0.72,0.4,0.2,156.3,0.6252,161.5,0.6461,0,0,0,0.01,tile frozen
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2112,1,3/10/2021 15:10,3/12/2021 3:15,9552,0.1028,0,17.9,30.1,14,0.0477,0.727,0.0918,0.147,14.7,0.68,3.7,4.47,NA,NA,NA,NA,NA,NA,30,50.4,23.4,0.08,1.22,0.154,0.246,24.6,1.14,6.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699,1.17,0.545,0.00186,0.0284,0.00359,0.00573,0.573,0.0266,0.144,0.175,NA,NA,NA,NA,NA,NA,0.46,27.3,0.01685,1.08,0.78,0.76,0.6,0.39,415.2,2.491,412.2,2.473,0,0,0,0.01,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2113,1,3/12/2021 3:15,3/24/2021 7:25,23130,0.2489,0,2.89,99.3,36.4,0.0289,0.765,0.0361,0.0361,37.1,0.736,6.21,6.06,NA,NA,NA,NA,NA,NA,4,68.8,25.2,0.02,0.53,0.025,0.025,25.7,0.51,4.3,4.2,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,3.88,1.42,0.00113,0.0299,0.00141,0.00141,1.45,0.0288,0.243,0.237,NA,NA,NA,NA,NA,NA,0.72,157.2,0.004582,1.44,1.32,0.88,0.76,0.58,817,6.209,875.5,6.654,0,0,0.14,0.46,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2114,1,3/24/2021 7:25,3/27/2021 16:10,12880,0.1386,0,4.83,57.1,20,0.193,1.27,0.0483,0.0643,21.3,1.08,4.18,4.66,NA,NA,NA,NA,NA,NA,6,71,24.9,0.24,1.58,0.06,0.08,26.5,1.34,5.2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188,2.23,0.782,0.00754,0.0496,0.00188,0.00251,0.832,0.0421,0.163,0.182,NA,NA,NA,NA,NA,NA,0.77,89.2,0.008632,1.44,1.32,0.88,0.76,0.58,848.1,6.445,899.3,6.834,0,0,0.1,0.56,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2115,2,3/27/2021 16:10,4/10/2021 18:15,19510,0.1104,0,2.44,85.7,31.7,0.0423,0.619,0.0289,0.0296,32.4,0.576,5.35,5.41,NA,NA,NA,NA,NA,NA,4,70.4,26,0.035,0.51,0.024,0.024,26.6,0.47,4.4,4.4,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0952,3.35,1.24,0.00165,0.0242,0.00113,0.00115,1.26,0.0225,0.209,0.211,NA,NA,NA,NA,NA,NA,0.75,333.6,0.002248,2.16,1.14,0.96,0.66,0.35,497.2,3.282,464.3,3.064,0,0,0.74,0.84,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2116,1,4/10/2021 18:15,4/13/2021 3:00,4118,0.04431,0,1.03,18.9,5.35,0.00514,0.185,0.009,0.0113,5.53,0.18,1.47,1.36,NA,NA,NA,NA,NA,NA,4,73.5,20.8,0.02,0.72,0.035,0.044,21.5,0.7,5.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.738,0.209,0.000201,0.00723,0.000351,0.000442,0.216,0.00703,0.0572,0.0532,NA,NA,NA,NA,NA,NA,0.43,41.03,0.01048,0.36,0.3,0.28,0.2,0.16,192.1,0.3843,213.2,0.4264,0.01,0.17,0.56,0.63,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2117,1,4/13/2021 3:00,4/27/2021 16:30,5867,0.06313,0,0.733,28.3,8.83,0.00366,0.19,0.00659,0.00806,9.02,0.187,1.61,1.57,NA,NA,NA,NA,NA,NA,4,77.2,24.1,0.01,0.52,0.018,0.022,24.6,0.51,4.4,4.3,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0286,1.1,0.345,0.000143,0.00744,0.000258,0.000315,0.352,0.0073,0.0629,0.0615,NA,NA,NA,NA,NA,NA,0.05,132.8,0.0003764,0.12,0.12,0.08,0.04,0.03,22.49,0.008998,11.05,0.004421,0,0,0.01,0.99,runoff_index tile
USGS-441520088045002,WI-TL1,GLRI,0,1,0,0,2118,1,5/4/2021 7:45,5/5/2021 12:00,32.1,0.00035,1,0.00401,0.155,0.0484,0.0000201,0.00104,0.0000361,0.0000441,0.0494,0.00102,0.00883,0.00863,NA,NA,NA,NA,NA,NA,2,77.2,24.1,0.01,0.52,0.018,0.022,24.6,0.51,4.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000157,0.00605,0.00189,0.000000785,0.0000408,0.00000141,0.00000172,0.00193,0.00004,0.000345,0.000337,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.99,1.16,1.2,zero tile
USGS-441520088045002,WI-TL1,GLRI,0,1,0,0,2119,1,6/26/2021 21:15,6/27/2021 1:30,53.5,0.00058,1,0.103,0.11,0.0107,0.000267,0.00457,0.000787,0.00103,0.0152,0.0043,0.038,0.0417,NA,NA,NA,NA,NA,NA,31,32.9,3.2,0.08,1.37,0.236,0.31,4.57,1.29,11.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00404,0.00429,0.000417,0.0000104,0.000179,0.0000308,0.0000404,0.000596,0.000168,0.00149,0.00163,NA,NA,NA,NA,NA,NA,2.2,11.13,0.1976,1.92,1.56,1.52,1.04,0.64,1859,19.33,1826,18.99,0,0.83,1.36,2.07,tile
USGS-441520088045002,WI-TL1,GLRI,0,1,0,0,2120,1,6/27/2021 4:00,6/27/2021 20:30,181.5,0.00195,1,0.351,0.373,0.0363,0.000907,0.0155,0.00267,0.00351,0.0518,0.0146,0.129,0.142,NA,NA,NA,NA,NA,NA,31,32.9,3.2,0.08,1.37,0.236,0.31,4.57,1.29,11.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,0.0146,0.00142,0.0000354,0.000607,0.000104,0.000137,0.00202,0.000571,0.00505,0.00553,NA,NA,NA,NA,NA,NA,1.17,11.1,0.1054,1.32,1.14,0.96,0.82,0.59,945.7,7.755,921,7.553,2.2,2.36,3.27,4.27,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,1,2121,1,6/30/2021 23:00,7/2/2021 8:15,803.9,0.00865,0,1.56,1.65,0.161,0.00402,0.0688,0.0118,0.0156,0.229,0.0647,0.572,0.627,NA,NA,NA,NA,NA,NA,31,32.9,3.2,0.08,1.37,0.236,0.31,4.57,1.29,11.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0608,0.0645,0.00627,0.000157,0.00269,0.000463,0.000608,0.00896,0.00253,0.0223,0.0245,NA,NA,NA,NA,NA,NA,0.8,0.5,1.6,4.32,3.54,2.84,1.58,0.8,844.8,13.35,817.3,12.91,0.17,0.21,4.42,5.59,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2122,1,7/7/2021 0:30,7/8/2021 6:10,2301,0.02476,0,1.44,9.21,1.18,0.00575,0.177,0.0309,0.0353,1.35,0.171,1.36,1.44,NA,NA,NA,NA,NA,NA,10,64.1,8.2,0.04,1.23,0.215,0.246,9.43,1.19,9.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0561,0.36,0.046,0.000224,0.0069,0.00121,0.00138,0.0529,0.00668,0.0533,0.0561,NA,NA,NA,NA,NA,NA,2.03,24.12,0.08417,3.84,2.52,1.8,0.92,0.52,1570,14.44,1603,14.75,0.03,0.03,1,5.25,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2123,1,7/8/2021 6:10,7/15/2021 0:45,1876,0.02019,0,2.11,7.41,1.48,0.0082,0.096,0.0048,0.00703,1.57,0.0878,0.492,0.562,NA,NA,NA,NA,NA,NA,18,63.3,12.6,0.07,0.82,0.041,0.06,13.4,0.75,4.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0824,0.29,0.0577,0.00032,0.00375,0.000188,0.000275,0.0614,0.00343,0.0192,0.022,NA,NA,NA,NA,NA,NA,0.48,155.6,0.003085,2.16,1.2,1.04,0.64,0.52,678.1,4.34,702,4.493,0.4,2.03,2.06,7.28,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2124,1,7/15/2021 0:45,7/16/2021 3:40,20550,0.2211,0,897,69,15.5,0.077,2,0.422,0.684,17.5,1.92,12.3,14,NA,NA,NA,NA,NA,NA,699,53.8,12.1,0.06,1.56,0.329,0.533,13.7,1.5,9.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2.7,0.606,0.00301,0.0782,0.0165,0.0267,0.685,0.0752,0.481,0.546,NA,NA,NA,NA,NA,NA,3.64,14.85,0.2451,4.8,4.44,4.08,3.2,1.95,3612,115.6,3617,115.8,0,0,0.02,2.87,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2125,1,7/16/2021 3:40,7/27/2021 10:00,19060,0.2051,0,2.38,82,24.5,0.0119,0.976,0.044,0.0476,25.5,0.964,5.71,5.83,NA,NA,NA,NA,NA,NA,4,68.9,20.6,0.01,0.82,0.037,0.04,21.4,0.81,4.8,4.9,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,3.2,0.958,0.000465,0.0381,0.00172,0.00186,0.996,0.0377,0.223,0.228,NA,NA,NA,NA,NA,NA,0.67,69.92,0.009583,3.12,2.4,1.92,1.24,0.66,856.2,10.62,829.1,10.28,0,0,0,3.64,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2126,1,7/27/2021 10:00,7/28/2021 10:15,7643,0.08225,0,7.16,30.9,8.45,0.0382,0.587,0.0978,0.135,9.03,0.549,4.49,5.01,NA,NA,NA,NA,NA,NA,15,64.7,17.7,0.08,1.23,0.205,0.282,18.9,1.15,9.4,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1.21,0.33,0.00149,0.0229,0.00382,0.00526,0.353,0.0214,0.175,0.196,NA,NA,NA,NA,NA,NA,0.76,6.767,0.1123,3.12,2.4,1.92,1.24,0.72,833.8,10.34,856.6,10.62,0.14,0.14,0.34,3.98,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2127,1,7/28/2021 10:15,8/8/2021 2:45,12960,0.1394,0,1.62,56.5,16.3,0.00809,0.566,0.0332,0.0348,16.9,0.558,3.88,4.04,NA,NA,NA,NA,NA,NA,4,69.9,20.2,0.01,0.7,0.041,0.043,20.9,0.69,4.8,5,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0632,2.21,0.638,0.000316,0.0221,0.0013,0.00136,0.66,0.0218,0.152,0.158,NA,NA,NA,NA,NA,NA,0.51,238.8,0.002136,0.72,0.6,0.56,0.48,0.34,405.9,1.948,460.4,2.21,0,0.9,1.1,1.77,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2128,1,8/8/2021 2:45,8/8/2021 22:55,11370,0.1224,0,114,53.2,10.9,0.816,8.73,1.21,1.63,19.7,7.92,32.7,39.8,NA,NA,NA,NA,NA,NA,160,75,15.4,1.15,12.3,1.7,2.3,27.7,11.2,46,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,2.08,0.427,0.0319,0.341,0.0471,0.0638,0.768,0.309,1.28,1.55,NA,NA,NA,NA,NA,NA,1.93,23.12,0.08349,2.64,2.4,1.88,1.14,0.73,1749,19.93,1783,20.33,0.03,0.05,0.05,1.09,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2129,1,8/8/2021 22:55,8/9/2021 14:40,12930,0.1392,0,42,51.9,11.9,0.5,4.97,1.05,1.29,16.8,4.47,22.7,27.6,NA,NA,NA,NA,NA,NA,52,64.3,14.7,0.62,6.16,1.3,1.6,20.9,5.54,28.1,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,2.03,0.464,0.0195,0.194,0.041,0.0505,0.658,0.175,0.886,1.08,NA,NA,NA,NA,NA,NA,1.48,16.55,0.08943,3.48,2.82,2.52,2.12,1.31,1689,35.8,1604,34,1.92,1.95,1.97,3.01,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2130,1,8/9/2021 14:40,8/11/2021 1:10,17030,0.1833,0,14.9,70.6,17.2,0.223,4.52,0.691,0.87,21.7,4.3,19.2,23.9,NA,NA,NA,NA,NA,NA,14,66.4,16.2,0.21,4.25,0.65,0.818,20.4,4.04,18.1,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,2.76,0.673,0.00872,0.177,0.027,0.034,0.849,0.168,0.752,0.935,NA,NA,NA,NA,NA,NA,0.56,34.55,0.01621,1.92,1.68,1.44,0.78,0.5,737.8,5.755,725.3,5.657,1.32,3.27,3.29,4.33,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2131,1,8/11/2021 1:10,8/13/2021 18:00,13640,0.1468,0,1.7,60.5,16.4,0.0426,0.996,0.121,0.158,17.4,0.954,7.92,8.09,NA,NA,NA,NA,NA,NA,4,71.1,19.3,0.05,1.17,0.142,0.186,20.5,1.12,9.3,9.5,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0665,2.36,0.642,0.00166,0.0389,0.00472,0.00619,0.681,0.0372,0.309,0.316,NA,NA,NA,NA,NA,NA,0.22,1.2,0.1833,1.44,0.96,0.8,0.72,0.4,316,2.275,317.3,2.285,0,0.36,3.65,3.79,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2132,1,8/13/2021 18:00,8/24/2021 17:00,9961,0.1072,0,1.24,41.8,13.9,0.00622,0.323,0.0298,0.0336,14.3,0.317,3.11,3.05,NA,NA,NA,NA,NA,NA,4,67.3,22.4,0.01,0.52,0.048,0.054,22.9,0.51,5,4.9,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0486,1.63,0.544,0.000243,0.0126,0.00117,0.00131,0.557,0.0124,0.121,0.119,NA,NA,NA,NA,NA,NA,0.66,30.75,0.02146,9.84,7.2,5.2,2.6,1.3,1412,36.72,1361,35.38,0,0,0,0.58,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2133,1,8/24/2021 17:00,8/25/2021 18:00,7838,0.08435,0,7.34,33.9,8.81,0.0587,1.14,0.108,0.16,9.95,1.08,7.19,7.88,NA,NA,NA,NA,NA,NA,15,69.2,18,0.12,2.33,0.22,0.326,20.3,2.21,14.7,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,1.32,0.344,0.00229,0.0445,0.00421,0.00623,0.389,0.0422,0.281,0.308,NA,NA,NA,NA,NA,NA,1.07,2.95,0.3627,9.84,7.2,5.2,2.92,1.56,1706,49.81,1665,48.63,0,0.01,0.01,0.23,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2134,1,8/25/2021 18:00,8/27/2021 9:45,4307,0.04634,0,0.538,19.4,5.57,0.00807,0.25,0.0134,0.0137,5.82,0.242,1.51,1.64,NA,NA,NA,NA,NA,NA,4,72,20.7,0.03,0.93,0.05,0.051,21.6,0.9,5.6,6.1,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,0.756,0.217,0.000315,0.00977,0.000525,0.000536,0.227,0.00945,0.0588,0.0641,NA,NA,NA,NA,NA,NA,0.83,3.283,0.2528,10.56,7.32,4.96,2.48,1.24,1578,39.12,1575,39.05,0,0,1.08,1.08,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2135,1,8/27/2021 9:45,8/28/2021 3:15,12020,0.1294,0,33,49.3,11.8,0.113,2.57,0.431,0.529,14.3,2.45,17.9,17.5,NA,NA,NA,NA,NA,NA,44,65.7,15.7,0.15,3.42,0.574,0.705,19.1,3.27,23.9,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,1.93,0.46,0.0044,0.1,0.0168,0.0207,0.56,0.0959,0.701,0.683,NA,NA,NA,NA,NA,NA,1.26,20.78,0.06063,10.56,7.5,5.08,2.62,1.33,1895,49.64,1914,50.14,0,0,1.08,1.08,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2136,1,8/28/2021 3:15,8/29/2021 4:40,18610,0.2002,0,32.5,62.4,16,0.105,2.95,0.632,0.764,19,2.85,18.2,19.5,NA,NA,NA,NA,NA,NA,28,53.7,13.8,0.09,2.54,0.544,0.658,16.3,2.45,15.7,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,2.44,0.626,0.00408,0.115,0.0247,0.0299,0.741,0.111,0.712,0.762,NA,NA,NA,NA,NA,NA,1.44,4.217,0.3415,2.04,1.68,1.68,1.42,1.02,1490,21.16,1413,20.07,1.16,1.16,2.24,2.24,tile
USGS-441520088045002,WI-TL1,GLRI,0,0,0,1,2137,1,8/29/2021 4:40,8/31/2021 1:15,16060,0.1728,0,11,62.8,16.2,0.0802,1.73,0.313,0.365,18,1.65,12.4,12.9,NA,NA,NA,NA,NA,NA,11,62.6,16.2,0.08,1.73,0.312,0.364,17.9,1.65,12.4,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,2.45,0.634,0.00313,0.0678,0.0122,0.0143,0.702,0.0646,0.486,0.505,NA,NA,NA,NA,NA,NA,0.27,5.883,0.04589,1.92,1.2,0.8,0.4,0.22,235.8,0.9433,228.1,0.9124,1.03,2.6,3.68,3.68,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2138,1,8/31/2021 1:15,9/7/2021 1:22,16190,0.1742,0,2.02,67.3,19.2,0.0505,0.991,0.0738,0.0799,20.2,0.94,5.96,6.17,NA,NA,NA,NA,NA,NA,4,66.6,19,0.05,0.98,0.073,0.079,20,0.93,5.9,6.1,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,2.63,0.75,0.00197,0.0387,0.00288,0.00312,0.789,0.0367,0.233,0.241,NA,NA,NA,NA,NA,NA,0.25,16.47,0.01518,0.24,0.18,0.16,0.14,0.08,109.2,0.1529,120.4,0.1685,0,0,1.79,3.95,tile
USGS-441520088045002,WI-TL1,GLRI,1,0,0,0,2139,1,9/7/2021 1:22,10/1/2021 4:59,15880,0.1708,0,1.98,67.8,19.6,0.00991,0.803,0.0347,0.0416,20.4,0.793,4.76,5.05,NA,NA,NA,NA,NA,NA,4,68.4,19.8,0.01,0.81,0.035,0.042,20.6,0.8,4.8,5.1,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0774,2.65,0.767,0.000387,0.0314,0.00135,0.00163,0.798,0.031,0.186,0.197,NA,NA,NA,NA,NA,NA,1.14,419.7,0.002716,1.92,1.44,1,0.62,0.32,910.6,5.646,848.6,5.261,0,0,0.25,4.19,tile
USGS-431212089314801,BLSW,MRBI,1,0,0,1,2013-1,1,10/25/2012 21:15,10/25/2012 22:44,162,0.1091,0,33.7,0.0172,0.0121,0.00202,0.165,0.0111,0.09,0.177,0.163,NA,NA,NA,NA,1.15,NA,NA,NA,3330,1.7,1.2,0.2,16.3,1.1,8.9,17.5,16.1,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,0.00115,0.000815,0.000136,0.0111,0.000747,0.00604,0.0119,0.011,NA,NA,NA,NA,0.0774,NA,NA,NA,0.51,2.583,0.1974,1.56,0.96,1,0.62,0.37,410.5,2.545,409.8,2.541,0,0,0.47,3.38,NA
USGS-431212089314801,BLSW,MRBI,0,1,0,1,2013-2,1,1/12/2013 4:16,1/12/2013 16:59,506.3,0.0247,1,35.7,0.0079,0.104,0.018,0.19,0.03,0.117,0.294,0.172,NA,NA,NA,NA,5.12,NA,NA,NA,1130,0.5,3.3,0.57,6,0.948,3.7,9.3,5.43,NA,NA,NA,NA,162,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,0.00053,0.007,0.00121,0.0127,0.00201,0.00785,0.0197,0.0115,NA,NA,NA,NA,0.344,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.28,0.28,0.28,runoff_index
USGS-431212089314801,BLSW,MRBI,0,0,1,1,2013-3,2,1/29/2013 6:24,1/29/2013 22:26,40310,2.534,0,1720,5.03,2.52,2.04,17.9,2.74,8.73,20.4,15.8,NA,NA,NA,NA,216,NA,NA,NA,682,2,1,0.81,7.1,1.09,3.47,8.1,6.29,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,0.338,0.169,0.137,1.2,0.184,0.586,1.37,1.06,NA,NA,NA,NA,14.5,NA,NA,NA,1.3,15.43,0.08423,1.56,0.96,0.8,0.68,0.54,964.6,6.559,990.2,6.734,0.18,0.18,0.18,0.18,frozen
