"","USGS_Station_Number","Field_Name","P_start","P_end","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","Associated_Q","Q_total_volume","Date","Tmp","P_frozen","dup_Q","BasinArea_ac","area_ft2","Q_total_in","Monitoring","FarmEnterprise","CropRotation","Tillage","Tile","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","Clay_Fraction","Field_Year","PerennialFrac","Start_Date_wt","DSP","Crop","PreviousCrop","Annual_Tillage"
"8985","USGS-424008089050201","RE5","2018-07-01 02:43:00","2018-07-01 06:31:00",0.73,3.8,0.1921,2.4,1.74,1.48,0.74,0.39,692.4,5.124,659.1,4.878,0,0,0.84,3.71,FALSE,0,"2018-07-01",26.8800010681152,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",64,"Corn","Soybean","Reduced"
"8986","USGS-424008089050201","RE5","2018-07-01 19:45:00","2018-07-01 20:24:00",0.4,0.65,0.6154,2.16,1.2,1.12,0.78,0.4,388.8,3.032,371.2,2.895,0.73,0.73,1.57,4.44,FALSE,0,"2018-07-01",26.8800010681152,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",64,"Corn","Soybean","Reduced"
"8987","USGS-424008089050201","RE5","2018-07-04 22:29:00","2018-07-04 22:47:00",0.24,0.3,0.8,1.8,1.2,0.92,0.48,0.24,237.6,1.141,224.1,1.076,0,0,1.13,2.68,FALSE,0,"2018-07-04",24.6700019836426,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",67,"Corn","Soybean","Reduced"
"8988","USGS-424008089050201","RE5","2018-07-14 01:02:00","2018-07-14 04:26:00",0.37,3.4,0.1088,0.84,0.54,0.4,0.22,0.2,232.9,0.5123,255.4,0.5618,0,0,0,1.37,FALSE,0,"2018-07-14",26.9400005340576,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",77,"Corn","Soybean","Reduced"
"8989","USGS-424008089050201","RE5","2018-07-14 07:10:00","2018-07-14 12:08:00",0.5,4.967,0.1007,0.72,0.48,0.36,0.32,0.24,291.1,0.9317,329.9,1.056,0.37,0.37,0.37,1.74,FALSE,0,"2018-07-14",26.9400005340576,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",77,"Corn","Soybean","Reduced"
"8990","USGS-424008089050201","RE5","2018-07-20 01:02:00","2018-07-20 05:18:00",1.45,4.267,0.3398,3.36,2.58,2.12,1.52,0.93,1286,19.55,1271,19.31,0,0,0.87,0.87,FALSE,0,"2018-07-20",21.7100009918213,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",83,"Corn","Soybean","Reduced"
"8991","USGS-424008089050201","RE5","2018-07-20 08:08:00","2018-07-20 08:27:00",0.06,0.3167,0.1895,0.24,0.24,0.16,0.12,0.06,37.98,0.04558,42.41,0.0509,1.45,1.45,2.32,2.32,FALSE,0,"2018-07-20",21.7100009918213,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",83,"Corn","Soybean","Reduced"
"8992","USGS-424008089050201","RE5","2018-07-20 14:25:00","2018-07-20 17:02:00",0.33,2.617,0.1261,0.36,0.36,0.36,0.26,0.18,192.4,0.5003,220.9,0.5744,1.51,1.51,2.38,2.38,FALSE,0,"2018-07-20",21.7100009918213,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",83,"Corn","Soybean","Reduced"
"8993","USGS-424008089050201","RE5","2018-07-20 23:38:00","2018-07-21 02:50:00",0.03,3.2,0.009375,0.12,0.06,0.04,0.02,0.01,15.08,0.003016,12.17,0.002434,1.84,1.84,2.71,2.71,FALSE,0,"2018-07-20",21.7100009918213,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",83,"Corn","Soybean","Reduced"
"8994","USGS-424008089050201","RE5","2018-07-22 00:54:00","2018-07-22 02:19:00",0.21,1.417,0.1482,0.72,0.6,0.6,0.4,0.2,174.3,0.6972,169.7,0.6789,0.03,1.88,1.88,2.75,FALSE,0,"2018-07-22",22.1700019836426,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",85,"Corn","Soybean","Reduced"
"8995","USGS-424008089050201","RE5","2018-07-22 05:06:00","2018-07-22 05:18:00",0.02,0.2,0.1,0.12,0.06,0.08,0.04,0.02,12.64,0.005058,13.4,0.005362,0.22,0.67,2.09,2.96,FALSE,0,"2018-07-22",22.1700019836426,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",85,"Corn","Soybean","Reduced"
"8996","USGS-424008089050201","RE5","2018-08-02 06:09:00","2018-08-02 07:03:00",0.27,0.9,0.3,1.8,1.08,0.76,0.46,0.27,234.7,1.08,233.4,1.074,0,0,0,2.11,FALSE,0,"2018-08-02",22.3900012969971,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",96,"Corn","Soybean","Reduced"
"8997","USGS-424008089050201","RE5","2018-08-06 01:30:00","2018-08-06 14:09:00",1.23,12.65,0.09723,1.44,1.2,0.88,0.54,0.31,943,5.092,943.7,5.096,0,0,0.27,0.27,FALSE,0,"2018-08-06",24.6100006103516,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",100,"Corn","Soybean","Reduced"
"8998","USGS-424008089050201","RE5","2018-08-07 17:51:00","2018-08-07 18:29:00",0.02,0.6333,0.03158,0.12,0.06,0.04,0.02,0.02,12.06,0.002412,11.66,0.002332,0,1.23,1.5,1.5,FALSE,0,"2018-08-07",21.9900016784668,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",101,"Corn","Soybean","Reduced"
"8999","USGS-424008089050201","RE5","2018-08-08 00:14:00","2018-08-08 01:20:00",0.15,1.1,0.1364,0.6,0.36,0.28,0.2,0.14,95,0.19,103.8,0.2076,0.02,1.25,1.52,1.52,FALSE,0,"2018-08-08",20.4600009918213,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",102,"Corn","Soybean","Reduced"
"9000","USGS-424008089050201","RE5","2018-08-09 22:02:00","2018-08-09 23:07:00",1.38,1.083,1.274,6.12,4.68,3.6,2.16,1.37,1444,31.19,1394,30.11,0,0.15,1.4,1.67,FALSE,0,"2018-08-09",22.9700012207031,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",103,"Corn","Soybean","Reduced"
"9001","USGS-424008089050201","RE5","2018-08-16 21:52:00","2018-08-17 06:47:00",1.93,8.917,0.2164,4.32,2.58,2,1.72,1.32,1777,30.56,1734,29.82,0,0,1.39,2.79,FALSE,0,"2018-08-16",24.3300018310547,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",110,"Corn","Soybean","Reduced"
"9002","USGS-424008089050201","RE5","2018-08-17 12:45:00","2018-08-17 12:50:00",0.02,0.08333,0.24,0.24,0.12,0.08,0.04,0.02,13.92,0.005567,14.86,0.005943,1.93,1.93,1.93,4.72,FALSE,0,"2018-08-17",23.6400012969971,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",111,"Corn","Soybean","Reduced"
"9003","USGS-424008089050201","RE5","2018-08-20 18:30:00","2018-08-20 20:28:00",0.88,1.967,0.4475,2.28,1.74,1.32,0.94,0.61,832,7.821,796,7.482,0,0,1.96,3.52,FALSE,0,"2018-08-20",23.3200016021729,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",114,"Corn","Soybean","Reduced"
"9004","USGS-424008089050201","RE5","2018-08-20 22:58:00","2018-08-21 03:18:00",1.03,4.333,0.2377,3.6,2.52,1.92,1.02,0.52,984.6,10.04,957.1,9.763,0.88,0.88,2.84,4.4,TRUE,13.2,"2018-08-20",23.3200016021729,FALSE,FALSE,9.7,422532,0.000374882849109653,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",114,"Corn","Soybean","Reduced"
"9005","USGS-424008089050201","RE5","2018-08-21 10:40:00","2018-08-21 13:39:00",0.06,2.983,0.02011,0.36,0.18,0.12,0.08,0.04,32.38,0.0259,32.21,0.02577,1.92,1.92,3.88,5.44,FALSE,0,"2018-08-21",20.3600006103516,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",115,"Corn","Soybean","Reduced"
"9006","USGS-424008089050201","RE5","2018-08-24 12:58:00","2018-08-24 13:26:00",0.03,0.4667,0.06429,0.12,0.12,0.08,0.06,0.03,16.43,0.009856,17.96,0.01078,0,0,1.99,3.94,FALSE,0,"2018-08-24",19.3800010681152,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",118,"Corn","Soybean","Reduced"
"9007","USGS-424008089050201","RE5","2018-08-27 02:01:00","2018-08-27 02:13:00",0.05,0.2,0.25,0.36,0.24,0.2,0.1,0.05,35.5,0.0355,37.56,0.03756,0.01,0.01,2.03,3.99,FALSE,0,"2018-08-27",25.0500011444092,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",121,"Corn","Soybean","Reduced"
"9008","USGS-424008089050201","RE5","2018-08-28 21:19:00","2018-08-29 13:54:00",1.41,16.58,0.08503,1.08,0.72,0.52,0.36,0.32,921,3.316,977.7,3.52,0,0.05,0.1,4.04,FALSE,0,"2018-08-28",25.7500019073486,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",122,"Corn","Soybean","Reduced"
"9009","USGS-424008089050201","RE5","2018-09-01 12:05:00","2018-09-01 16:00:00",0.9,3.917,0.2298,1.2,0.9,0.72,0.38,0.3,618.7,2.351,668.8,2.541,0,0,1.47,3.49,FALSE,0,"2018-09-01",21.560001373291,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",126,"Corn","Soybean","Reduced"
"9010","USGS-424008089050201","RE5","2018-09-02 05:43:00","2018-09-02 08:35:00",0.32,2.867,0.1116,0.84,0.48,0.4,0.28,0.18,187.9,0.526,212.1,0.5939,0.9,0.9,2.37,4.39,FALSE,0,"2018-09-02",23.1600017547607,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",127,"Corn","Soybean","Reduced"
"9011","USGS-424008089050201","RE5","2018-09-02 23:05:00","2018-09-03 04:26:00",0.8,5.35,0.1495,2.64,2.1,1.56,1.1,0.72,728.7,8.016,704.7,7.752,0.32,1.22,2.68,4.71,FALSE,0,"2018-09-02",23.1600017547607,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",127,"Corn","Soybean","Reduced"
"9012","USGS-424008089050201","RE5","2018-09-03 14:11:00","2018-09-03 21:04:00",1.69,6.883,0.2455,1.8,1.26,1.12,0.86,0.63,1437,12.36,1415,12.17,0.8,1.48,3.43,5.51,TRUE,149.6,"2018-09-03",24.3800010681152,FALSE,FALSE,9.7,422532,0.0042486722899094,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",128,"Corn","Soybean","Reduced"
"9013","USGS-424008089050201","RE5","2018-09-05 16:47:00","2018-09-06 01:38:00",0.59,8.85,0.06667,1.44,1.26,0.92,0.5,0.26,423.4,2.117,427.3,2.136,0,0.73,3.71,5.22,FALSE,0,"2018-09-05",26.4200019836426,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",130,"Corn","Soybean","Reduced"
"9014","USGS-424008089050201","RE5","2018-09-06 05:41:00","2018-09-06 06:26:00",0.03,0.75,0.04,0.12,0.06,0.04,0.04,0.03,15.76,0.006304,16.42,0.006567,0.59,0.59,4.3,5.81,FALSE,0,"2018-09-06",21.6000003814697,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",131,"Corn","Soybean","Reduced"
"9015","USGS-424008089050201","RE5","2018-09-18 11:48:00","2018-09-18 18:46:00",0.49,6.967,0.07033,1.08,0.9,0.72,0.5,0.3,323.6,1.618,336,1.68,0,0,0,0.62,FALSE,0,"2018-09-18",24.7000007629395,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",143,"Corn","Soybean","Reduced"
"9016","USGS-424008089050201","RE5","2018-09-19 19:47:00","2018-09-19 21:42:00",0.11,1.917,0.05739,0.36,0.3,0.24,0.16,0.08,60.87,0.09739,67.28,0.1077,0,0.49,0.49,0.66,FALSE,0,"2018-09-19",17.4500007629395,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",144,"Corn","Soybean","Reduced"
"9017","USGS-424008089050201","RE5","2018-09-20 03:58:00","2018-09-20 11:41:00",3.34,7.717,0.4328,3,2.4,2.08,1.32,0.96,3215,42.43,3105,40.99,0.11,0.6,0.6,0.63,TRUE,7252,"2018-09-20",18.9400005340576,FALSE,FALSE,9.7,422532,0.205958365283576,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",145,"Corn","Soybean","Reduced"
"9018","USGS-424008089050201","RE5","2018-09-21 07:48:00","2018-09-21 08:12:00",0.07,0.4,0.175,0.36,0.3,0.24,0.14,0.07,48.14,0.0674,50.96,0.07135,2.18,3.45,3.94,3.94,FALSE,0,"2018-09-21",24.4400005340576,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",146,"Corn","Soybean","Reduced"
"9019","USGS-424008089050201","RE5","2018-09-25 20:48:00","2018-09-25 22:04:00",0.24,1.267,0.1895,0.48,0.42,0.36,0.3,0.21,150.3,0.4509,168.9,0.5067,0,0,3.52,4.01,FALSE,0,"2018-09-25",18.730001449585,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",150,"Corn","Soybean","Reduced"
"9020","USGS-424008089050201","RE5","2018-09-29 23:22:00","2018-09-30 04:17:00",0.27,4.917,0.05492,0.48,0.3,0.24,0.18,0.1,152.9,0.2752,168.1,0.3025,0,0,0.24,4.25,FALSE,0,"2018-09-29",7.37000036239624,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",154,"Corn","Soybean","Reduced"
"9021","USGS-424008089050201","RE5","2018-09-30 06:28:00","2018-09-30 12:06:00",0.22,5.633,0.03905,0.24,0.18,0.16,0.1,0.07,93.29,0.09329,110.4,0.1104,0.27,0.27,0.51,4.52,FALSE,0,"2018-09-30",7.32000017166138,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",155,"Corn","Soybean","Reduced"
"9022","USGS-424008089050201","RE5","2018-10-01 01:19:00","2018-10-01 15:34:00",1.44,14.25,0.1011,1.32,0.9,0.72,0.58,0.38,1017,5.898,1046,6.065,0.4,0.5,0.74,4.75,FALSE,0,"2018-10-01",10.6500005722046,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",156,"Corn","Soybean","Reduced"
"9023","USGS-424008089050201","RE5","2018-10-01 23:45:00","2018-10-02 03:03:00",0.95,3.3,0.2879,2.88,1.74,1.32,0.8,0.47,797.1,6.377,802.1,6.417,1.44,1.88,2.18,6.19,TRUE,1932,"2018-10-01",10.6500005722046,FALSE,FALSE,9.7,422532,0.0548692170060493,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",156,"Corn","Soybean","Reduced"
"9024","USGS-424008089050201","RE5","2018-10-04 03:01:00","2018-10-04 04:26:00",0.21,1.417,0.1482,0.96,0.78,0.64,0.4,0.2,179,0.7159,172.4,0.6897,0.01,0.03,2.91,6.56,TRUE,41.8,"2018-10-04",18.4700012207031,FALSE,FALSE,9.7,422532,0.00118712902218057,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",159,"Corn","Soybean","Reduced"
"9025","USGS-424008089050201","RE5","2018-10-05 10:40:00","2018-10-05 15:32:00",0.22,4.867,0.04521,0.48,0.36,0.28,0.16,0.1,112.5,0.18,123.3,0.1972,0,0.21,3.12,3.36,FALSE,0,"2018-10-05",10.1200008392334,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",160,"Corn","Soybean","Reduced"
"9026","USGS-424008089050201","RE5","2018-10-06 01:45:00","2018-10-06 10:11:00",0.94,8.433,0.1115,1.44,1.08,0.84,0.6,0.41,619.3,3.716,671.1,4.026,0.22,0.43,3.34,3.58,TRUE,1189,"2018-10-06",12.6300010681152,FALSE,FALSE,9.7,422532,0.0337678566357104,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",161,"Corn","Soybean","Reduced"
"9027","USGS-424008089050201","RE5","2018-10-06 17:19:00","2018-10-06 18:41:00",0.08,1.367,0.05854,0.12,0.12,0.12,0.08,0.06,36.67,0.02933,43.48,0.03479,0.94,1.16,4.28,4.52,TRUE,89.7,"2018-10-06",12.6300010681152,FALSE,FALSE,9.7,422532,0.00254749936099514,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",161,"Corn","Soybean","Reduced"
"9028","USGS-424008089050201","RE5","2018-10-07 09:11:00","2018-10-07 11:55:00",0.09,2.733,0.03293,0.24,0.18,0.12,0.1,0.08,44.12,0.04412,50.64,0.05064,0.11,1.24,4.02,4.6,FALSE,0,"2018-10-07",12.0600004196167,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",162,"Corn","Soybean","Reduced"
"9029","USGS-424008089050201","RE5","2018-10-08 08:53:00","2018-10-08 11:44:00",0.11,2.85,0.0386,0.36,0.24,0.2,0.12,0.07,58.52,0.07022,63.4,0.07608,0.13,0.29,3.03,4.73,FALSE,0,"2018-10-08",13.2600002288818,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",163,"Corn","Soybean","Reduced"
"9030","USGS-424008089050201","RE5","2018-10-09 20:37:00","2018-10-09 22:23:00",0.3,1.767,0.1698,2.28,1.62,1.12,0.56,0.28,272.6,1.527,264.1,1.479,0,0.13,1.7,4.84,TRUE,533.8,"2018-10-09",21.8000011444092,FALSE,FALSE,9.7,422532,0.0151600352162676,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",164,"Corn","Soybean","Reduced"
"9031","USGS-424008089050201","RE5","2018-10-10 00:33:00","2018-10-10 00:39:00",0.1,0.1,1,1.08,0.6,0.4,0.2,0.1,99.92,0.1998,92.98,0.186,0.3,0.42,2,4.9,TRUE,0,"2018-10-10",23.8400020599365,FALSE,TRUE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",165,"Corn","Soybean","Reduced"
"9032","USGS-424008089050201","RE5","2018-10-10 12:28:00","2018-10-10 12:35:00",0.02,0.1167,0.1714,0.12,0.12,0.08,0.04,0.02,13.28,0.005313,14.28,0.00571,0.4,0.4,2.09,5,FALSE,0,"2018-10-10",23.8400020599365,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",165,"Corn","Soybean","Reduced"
"9033","USGS-424008089050201","RE5","2018-10-10 16:19:00","2018-10-10 18:26:00",0.16,2.117,0.07559,0.48,0.42,0.36,0.18,0.11,99.87,0.1798,106.4,0.1916,0.42,0.42,2.11,5.02,TRUE,408.8,"2018-10-10",23.8400020599365,FALSE,FALSE,9.7,422532,0.0116100082360626,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",165,"Corn","Soybean","Reduced"
"9034","USGS-424008089050201","RE5","2018-10-10 21:35:00","2018-10-10 21:38:00",0.03,0.05,0.6,0.36,0.18,0.12,0.06,0.03,26.16,0.01569,25.28,0.01517,0.56,0.58,2.27,5.18,TRUE,0,"2018-10-10",23.8400020599365,FALSE,TRUE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",165,"Corn","Soybean","Reduced"
"9035","USGS-424008089050201","RE5","2018-10-15 02:53:00","2018-10-15 04:46:00",0.03,1.883,0.01593,0.12,0.06,0.04,0.02,0.02,15.24,0.003048,13.78,0.002757,0,0,0.73,4.31,FALSE,0,"2018-10-15",5.70000028610229,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",170,"Corn","Soybean","Reduced"
"9036","USGS-424008089050201","RE5","2018-10-15 06:59:00","2018-10-15 08:34:00",0.02,1.583,0.01263,0.12,0.06,0.04,0.02,0.01,11.9,0.00238,10.32,0.002064,0.03,0.03,0.75,3.84,FALSE,0,"2018-10-15",5.70000028610229,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",170,"Corn","Soybean","Reduced"
"9037","USGS-424008089050201","RE5","2018-10-28 07:13:00","2018-10-28 09:10:00",0.06,1.95,0.03077,0.24,0.12,0.08,0.06,0.04,29.58,0.01775,32.09,0.01925,0.01,0.01,0.01,0.09,FALSE,0,"2018-10-28",7.63000059127808,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",183,"Corn","Soybean","Reduced"
"9038","USGS-424008089050201","RE5","2018-10-28 14:06:00","2018-10-28 14:26:00",0.03,0.3333,0.09,0.12,0.12,0.08,0.06,0.03,16.83,0.0101,18.81,0.01129,0.07,0.07,0.07,0.15,FALSE,0,"2018-10-28",7.63000059127808,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",183,"Corn","Soybean","Reduced"
"9039","USGS-424008089050201","RE5","2018-10-30 20:30:00","2018-10-31 02:52:00",0.42,6.367,0.06597,0.48,0.36,0.28,0.18,0.13,217.1,0.3909,252.1,0.4539,0,0,0.1,0.13,FALSE,0,"2018-10-30",7.50000047683716,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",185,"Corn","Soybean","Reduced"
"9040","USGS-424008089050201","RE5","2018-11-04 01:27:00","2018-11-04 04:43:00",0.06,3.267,0.01837,0.12,0.12,0.08,0.06,0.04,26.62,0.01597,26.99,0.0162,0,0,0.51,0.52,FALSE,0,"2018-11-04",4.71000003814697,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",190,"Corn","Soybean","Reduced"
"9041","USGS-424008089050201","RE5","2018-11-04 15:14:00","2018-11-04 23:11:00",0.28,7.95,0.03522,0.24,0.18,0.16,0.14,0.12,122.5,0.1716,141.9,0.1986,0.07,0.07,0.49,0.59,FALSE,0,"2018-11-04",4.71000003814697,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",190,"Corn","Soybean","Reduced"
"9042","USGS-424008089050201","RE5","2018-11-05 22:06:00","2018-11-06 08:35:00",0.5,10.48,0.04769,0.36,0.24,0.24,0.2,0.16,226.6,0.4531,270,0.5401,0.04,0.35,0.77,0.87,FALSE,0,"2018-11-05",7.78000020980835,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",191,"Corn","Soybean","Reduced"
"9043","USGS-424008089050201","RE5","2018-11-06 10:43:00","2018-11-06 13:54:00",0.06,3.183,0.01885,0.12,0.12,0.08,0.06,0.04,27.1,0.01626,27.33,0.0164,0.5,0.78,1.27,1.37,FALSE,0,"2018-11-06",7.23000049591064,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",192,"Corn","Soybean","Reduced"
"9044","USGS-424008089050201","RE5","2018-11-24 05:01:00","2018-11-24 11:00:00",0.09,5.983,0.01504,0.12,0.06,0.04,0.04,0.03,35.67,0.01427,34.06,0.01362,0.01,0.01,0.01,0.01,FALSE,0,"2018-11-24",5.3600001335144,FALSE,FALSE,9.7,422532,0,"Surface","Grain","Corn-Soybean","Yes","No","Kidder silt loam","B","Well drained",3,25,2018,0,"2018-04-28",210,"Corn","Soybean","Reduced"
