"","USGS_Station_Number","Field_Name","estimated","frozen","storm","unique_storm_number","storm_start","storm_end","runoff_volume","peak_discharge","nitrate_plus_nitrite_load_pounds","ammonia_plus_ammonium_load_pounds","total_Kjeldahl_nitrogen_unfiltered_load_pounds","total_nitrogen_load_pounds","organic_nitrogen_load_pounds","total_Kjeldahl_nitrogen_filtered_load_pounds","nitrate_plus_nitrite_conc_mgL","ammonia_plus_ammonium_conc_mgL","total_Kjeldahl_nitrogen_unfiltered_conc_mgL","total_nitrogen_conc_mgL","organic_nitrogen_conc_mgL","total_Kjeldahl_nitrogen_filtered_conc_mgL","nitrate_plus_nitrite_yield_pounds_per_acre","ammonia_plus_ammonium_yield_pounds_per_acre","total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre","total_nitrogen_yield_pounds_per_acre","organic_nitrogen_yield_pounds_per_acre","total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre","ProjectName","StudyPeriod","UseableYears","Ongoing","Monitoring","State","County","LAT_approx","LONG_approx","FarmEnterprise","CropRotation","LandCover","Tillage","Manure","Tile","BasinArea_ac","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","IncludeAverages","Notes","event_n","MajorWatershed_HUC8","Watershed_HUC10","Watershed_HUC12","HUC12","area_ft2","runoff_in","water_year","month"
"1356","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2019-35",2019-09-10 06:00:00,2019-09-10 19:00:00,12720,8.101,1.03,0.0238,7.21,8.24,7.18,NA,1.3,0.03,9.07,10.4,9.04,NA,0.397,0.00917,2.77,3.17,2.76,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,1.33236966973573,"2019",9
"1357","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2019-36",2019-09-11 14:15:00,2019-09-12 20:15:00,6921,1.184,0.475,0.00864,3.21,3.68,3.2,NA,1.1,0.02,7.42,8.52,7.4,NA,0.183,0.00332,1.23,1.42,1.23,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.724947365113283,"2019",9
"1358","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2019-37",2019-09-13 03:00:00,2019-09-13 20:30:00,3195,0.8274,0.219,0.00598,1.81,2.03,1.8,NA,1.1,0.03,9.06,10.2,9.03,NA,0.0844,0.0023,0.695,0.779,0.693,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.334663608082205,"2019",9
"1359","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2019-38",2019-09-19 13:10:00,2019-09-19 20:30:00,1595,0.6071,0.0697,0.00299,0.622,0.692,0.619,NA,0.7,0.03,6.25,6.95,6.22,NA,0.0268,0.00115,0.239,0.266,0.238,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.167069938933057,"2019",9
"1360","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2019-39",2019-09-19 23:59:00,2019-09-20 18:45:00,293.3,0.0627,0.0128,0.000549,0.114,0.127,0.114,NA,0.7,0.03,6.25,6.95,6.22,NA,0.00493,0.000211,0.044,0.049,0.0438,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0307220144759032,"2019",9
"1361","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2019-40",2019-09-22 07:15:00,2019-09-23 16:15:00,4336,0.7572,0.189,0.00812,1.69,1.88,1.68,NA,0.7,0.03,6.25,6.95,6.22,NA,0.0729,0.00312,0.651,0.724,0.648,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.454178843394191,"2019",9
"1362","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2019-41",2019-09-27 11:44:00,2019-09-27 13:30:00,286.5,0.2007,0.0125,0.000537,0.112,0.124,0.111,NA,0.7,0.03,6.25,6.95,6.22,NA,0.00482,0.000206,0.043,0.0478,0.0428,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0300097413820193,"2019",9
"1363","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2019-42",2019-09-29 12:32:00,2019-09-29 14:45:00,85.9,0.0283,0.00375,0.000161,0.0335,0.0373,0.0334,NA,0.7,0.03,6.25,6.95,6.22,NA,0.00144,6.19e-05,0.0129,0.0143,0.0128,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.00899768511244488,"2019",9
"1364","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2019-43",2019-09-30 10:28:00,2019-09-30 18:15:00,60.1,0.0159,0.00263,0.000113,0.0235,0.0261,0.0233,NA,0.7,0.03,6.25,6.95,6.22,NA,0.00101,4.33e-05,0.00902,0.01,0.00898,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.00629523719741487,"2019",9
"1365","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-1",2019-10-01 13:08:00,2019-10-02 14:00:00,8498,0.8992,0.371,0.0159,5.36,5.73,5.34,NA,0.7,0.03,10.1,10.8,10.1,NA,0.143,0.00612,2.06,2.2,2.05,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.890131875268412,"2020",10
"1366","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-2",2019-10-03 01:45:00,2019-10-03 13:00:00,1858,0.2539,0.0812,0.00232,0.646,0.727,0.644,NA,0.7,0.02,5.57,6.27,5.55,NA,0.0312,0.000892,0.248,0.28,0.248,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.194618148299448,"2020",10
"1367","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-3",2019-10-05 19:25:00,2019-10-06 04:45:00,1383,0.1275,0.0604,0.00173,0.481,0.541,0.479,NA,0.7,0.02,5.57,6.27,5.55,NA,0.0232,0.000664,0.185,0.208,0.184,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.144863777770795,"2020",10
"1368","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-4",2019-10-11 13:00:00,2019-10-11 21:00:00,4789,0.642,0.12,0.0209,1.41,1.53,1.39,NA,0.4,0.07,4.71,5.11,4.64,NA,0.046,0.00805,0.542,0.588,0.534,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.501628800972043,"2020",10
"1369","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-5",2019-10-16 06:06:00,2019-10-16 12:45:00,486.6,0.0338,0.0122,0.00213,0.143,0.155,0.141,NA,0.4,0.07,4.71,5.11,4.64,NA,0.00467,0.000818,0.055,0.0597,0.0542,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0509694246299846,"2020",10
"1370","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-6",2019-10-21 17:15:00,2019-10-22 01:15:00,1775,0.3145,0.0332,0.00776,2.37,2.41,2.36,NA,0.3,0.07,21.4,21.7,21.3,NA,0.0128,0.00298,0.912,0.925,0.909,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.185924226712336,"2020",10
"1371","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-7",2019-10-27 03:51:00,2019-10-27 11:15:00,1144,0.1379,0.00357,0.00214,1.07,1.08,1.07,NA,0.1,0.03,15,15,15,NA,0.00137,0.000824,0.412,0.414,0.411,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.119829473441641,"2020",10
"1372","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-8",2019-10-29 08:30:00,2019-10-29 11:00:00,78.4,0.0121,0.00489,0.000245,0.0558,0.0607,0.0555,NA,1,0.05,11.4,12.4,11.4,NA,0.00188,9.41e-05,0.0215,0.0233,0.0214,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.00821208978830825,"2020",10
"1373","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-9",2019-10-31 17:15:00,2019-11-01 00:30:00,328.5,0.0214,0.0205,0.00103,0.234,0.254,0.233,NA,1,0.05,11.4,12.4,11.4,NA,0.00789,0.000394,0.0899,0.0978,0.0895,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0344090751971844,"2020",10
"1374","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-10",2019-11-01 17:45:00,2019-11-01 22:00:00,297.1,0.0503,0.0185,0.000927,0.211,0.23,0.211,NA,1,0.05,11.4,12.4,11.4,NA,0.00713,0.000357,0.0813,0.0885,0.081,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0311200494401324,"2020",11
"1375","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-11",2019-11-20 05:45:00,2019-11-20 09:30:00,316.4,0.035,0.0198,0.000988,0.225,0.245,0.224,NA,1,0.05,11.4,12.4,11.4,NA,0.0076,0.00038,0.0866,0.0942,0.0862,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.033141648074244,"2020",11
"1376","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-12",2019-11-20 18:15:00,2019-11-20 21:45:00,219.5,0.0228,0.0137,0.000685,0.156,0.17,0.156,NA,1,0.05,11.4,12.4,11.4,NA,0.00527,0.000263,0.0601,0.0653,0.0598,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0229917564863987,"2020",11
"1377","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-13",2019-11-21 08:35:00,2019-11-21 21:00:00,5460,0.3184,0.341,0.017,3.89,4.23,3.87,NA,1,0.05,11.4,12.4,11.4,NA,0.131,0.00655,1.49,1.63,1.49,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.571913395971467,"2020",11
"1378","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-14",2019-11-27 05:56:00,2019-11-27 22:15:00,7325,0.6278,0.412,0.0274,10.8,11.2,10.8,NA,0.9,0.06,23.7,24.6,23.6,NA,0.158,0.0106,4.17,4.33,4.16,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.767264766573443,"2020",11
"1379","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-15",2019-11-30 22:15:00,2019-12-01 04:30:00,3097,0.6398,0.174,0.0116,4.58,4.76,4.57,NA,0.9,0.06,23.7,24.6,23.6,NA,0.0669,0.00446,1.76,1.83,1.76,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.324398495846819,"2020",11
"1380","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-16",2019-12-23 17:17:00,2019-12-23 21:30:00,600.5,0.0739,0.0412,0.0154,0.427,0.469,0.412,NA,1.1,0.41,11.4,12.5,11,NA,0.0159,0.00591,0.164,0.18,0.158,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0628999989525396,"2020",12
"1381","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-17",2019-12-24 15:15:00,2019-12-25 06:15:00,1789,0.0503,0.123,0.0458,1.27,1.4,1.23,NA,1.1,0.41,11.4,12.5,11,NA,0.0473,0.0176,0.49,0.537,0.472,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.187390671317391,"2020",12
"1382","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-18",2019-12-25 15:30:00,2019-12-26 01:45:00,862.1,0.0364,0.0592,0.0221,0.614,0.673,0.591,NA,1.1,0.41,11.4,12.5,11,NA,0.0228,0.00849,0.236,0.259,0.227,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0903015638584253,"2020",12
"1383","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-19",2019-12-26 16:15:00,2019-12-26 21:00:00,318.6,0.0269,0.0219,0.00815,0.227,0.249,0.219,NA,1.1,0.41,11.4,12.5,11,NA,0.00841,0.00314,0.0872,0.0956,0.0841,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0333720893693241,"2020",12
"1384","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-20",2019-12-27 12:15:00,2019-12-27 14:45:00,255.6,0.0454,0.0176,0.00654,0.182,0.199,0.175,NA,1.1,0.41,11.4,12.5,11,NA,0.00675,0.00252,0.07,0.0767,0.0675,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0267730886465764,"2020",12
"1385","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-21",2019-12-29 06:20:00,2019-12-29 21:01:00,5653,0.4292,0.388,0.145,4.02,4.41,3.88,NA,1.1,0.41,11.4,12.5,11,NA,0.149,0.0557,1.55,1.7,1.49,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.592129382312583,"2020",12
"1386","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-22",2019-12-30 05:29:00,2019-12-30 22:30:00,7899,0.5459,0.542,0.202,5.62,6.16,5.42,NA,1.1,0.41,11.4,12.5,11,NA,0.209,0.0778,2.16,2.37,2.08,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.8273889953807,"2020",12
"1387","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-23",2020-01-02 18:39:00,2020-01-02 23:24:00,797.9,0.1246,0.0548,0.0204,0.568,0.623,0.547,NA,1.1,0.41,11.4,12.5,11,NA,0.0211,0.00785,0.218,0.239,0.211,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0835768678838157,"2020",1
"1388","USGS-442405087414401","KD1","Estimated","Non-Frozen","Storm","2020-24",2020-01-03 18:00:00,2020-01-04 01:30:00,413,0.0196,0.0284,0.0106,0.294,0.322,0.283,NA,1.1,0.41,11.4,12.5,11,NA,0.0109,0.00407,0.113,0.124,0.109,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0432601158491238,"2020",1
"1389","USGS-442405087414401","KD1","Estimated","Frozen","Storm","2020-25",2020-02-03 04:00:00,2020-02-03 15:15:00,1113,0.0752,0.0417,0.0465,0.123,0.165,0.0764,NA,0.6,0.67,1.77,2.37,1.1,NA,0.016,0.0179,0.0473,0.0633,0.0294,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.116582346101876,"2020",2
"1390","USGS-442405087414401","KD1","Estimated","Frozen","Storm","2020-26",2020-02-04 04:15:00,2020-02-04 11:30:00,1286,0.0897,0.0482,0.0538,0.142,0.19,0.0883,NA,0.6,0.67,1.77,2.37,1.1,NA,0.0185,0.0207,0.0547,0.0732,0.034,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.134703411578628,"2020",2
"1391","USGS-442405087414401","KD1","Estimated","Frozen","Storm","2020-27",2020-02-24 01:30:00,2020-02-24 06:00:00,748.3,0.0642,0.028,0.0313,0.0827,0.111,0.0514,NA,0.6,0.67,1.77,2.37,1.1,NA,0.0108,0.012,0.0318,0.0426,0.0198,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.0783814641401921,"2020",2
"1392","USGS-442405087414401","KD1","Measured","Frozen","Storm","2020-28",2020-03-02 08:00:00,2020-03-03 04:05:00,2561,0.0947,0.0959,0.107,0.283,0.379,0.176,NA,0.6,0.67,1.77,2.37,1.1,NA,0.0369,0.0412,0.109,0.146,0.0676,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.268254616681855,"2020",3
"1393","USGS-442405087414401","KD1","Measured","Frozen","Storm","2020-29",2020-03-04 20:00:00,2020-03-08 00:31:00,4694,0.1428,0.117,0.176,0.486,0.604,0.311,NA,0.4,0.6,1.66,2.06,1.06,NA,0.0451,0.0676,0.187,0.232,0.119,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.491677926866313,"2020",3
"1394","USGS-442405087414401","KD1","Estimated","Frozen","Storm","2020-30",2020-03-08 15:15:00,2020-03-09 15:00:00,6284,0.2332,0.157,0.235,0.651,0.808,0.416,NA,0.4,0.6,1.66,2.06,1.06,NA,0.0603,0.0905,0.25,0.311,0.16,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.658224135583278,"2020",3
"1395","USGS-442405087414401","KD1","Measured","Non-Frozen","Storm","2020-30",2020-03-09 15:00:00,2020-03-10 06:00:00,6314,0.2233,0.71,0.0276,33.7,34.4,33.6,NA,1.8,0.07,85.4,87.2,85.3,NA,0.273,0.0106,12.9,13.2,12.9,NA,"Kewaunee","WY2019-WY2023",5,"Yes","Surface","WI","Kewaunee",44.40127778,-87.6955556,"Dairy","Corn","Cultivated Crops","No","Yes","No",2.63,"Waymor silt loam","C","Well drained",3.92,"Yes","Grassed waterway added Aug 2020",164,"Manitowoc-Sheboygan Rivers","West Twin River","Black Creek",40301010201,114562.8,0.661366516879825,"2020",3
