"USGS_Station_Number","Field_Name","discrete","estimated","estimated_flow_fraction","frozen","storm","unique_storm_number","n_sub_flow_events","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","suspended_sediment_conc_mgL","suspended_sediment_load_pounds","suspended_sediment_yield_pounds_per_acre","total_dissolved_solids_conc_mgL","total_dissolved_solids_load_pounds","total_dissolved_solids_yield_pounds_per_acre","orthophosphate_conc_mgL","orthophosphate_load_pounds","orthophosphate_yield_pounds_per_acre","total_phosphorus_unfiltered_conc_mgL","total_phosphorus_unfiltered_load_pounds","total_phosphorus_unfiltered_yield_pounds_per_acre","remark_suspended_sediment","remark_total_dissolved_solids","remark_orthophosphate","remark_total_phosphorus_unfiltered","WQ_event_id","BasinArea_ac","area_ft2","runoff_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2004-25",1,2004-06-17 05:21:00,2004-06-17 08:38:00,5898,1.079,23.368,2.633,8.87476,115.824,79.248,58.928,35.052,21.336,860.6,11.88,846.6,11.68,0,0,32.512,93.726,51,18.8,0.916,,,,1.51,0.556,0.0271,2,0.735,0.0359,,,,,528,20.5,892980,2.0131586373715,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Growing season",0.95,0,0,0,0,,0.95,0.95,0.95,0.95,0.95,0.95,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-1",1,2004-12-31 01:56:00,2004-12-31 08:00:00,6520,0.8432,2.286,1.717,1.331722,6.096,4.572,4.064,2.54,1.524,45.86,0.04586,52.72,0.05272,5.08,5.08,5.08,5.08,21,8.55,0.417,200,81.4,3.97,1.85,0.753,0.0367,2.08,0.848,0.0414,,,,,529,20.5,892980,2.22546529597527,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Post-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",0,"Previous growing season + current post-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-2",1,2005-01-02 08:42:00,2005-01-02 13:00:00,5804,1.578,9.906,4.1,2.416048,36.576,27.432,21.336,13.716,7.874,295.9,1.598,298.3,1.611,0,0,7.366,7.366,3,1.09,0.053,200,72.5,3.53,0.514,0.186,0.00908,0.617,0.224,0.0109,,,,,530,20.5,892980,1.98107370825774,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-3",1,2005-01-02 18:40:00,2005-01-02 22:03:00,1256,0.2025,0.254,,,,,,,,,,,,9.906,9.906,17.272,17.272,16,1.25,0.0612,200,15.7,0.765,0.707,0.0554,0.0027,1.6,0.125,0.0061,,,,,531,20.5,892980,0.428709265605053,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-4",1,2005-01-12 22:55:00,2005-01-13 09:00:00,9886,0.5552,1.016,3.533,0.287528,3.048,1.524,1.016,1.016,0.508,18.72,0.007487,16.5,0.006602,5.334,5.588,5.588,23.114,18,11.1,0.542,1170,721,35.2,0.97,0.599,0.0292,3.91,2.42,0.118,,,,,532,20.5,892980,3.37437882147417,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-5",1,2005-02-06 20:50:00,2005-02-08 05:23:00,40480,0.8779,8.4582,20.67,0.409194,5.4864,4.1148,3.6576,2.7432,2.0574,127.7,0.1379,136.7,0.1477,0,0,0,0,29,73.3,3.58,550,1390,67.8,1.64,4.14,0.202,2.87,7.25,0.354,,,,,533,20.5,892980,13.8169992609017,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-6",1,2005-03-07 10:00:00,2005-03-07 17:34:00,2426,0.1475,0,,,,,,,,,,,,0,0,0,0,11,1.67,0.0813,58,8.79,0.429,0.56,0.0848,0.00414,0.63,0.0954,0.00465,,,,,534,20.5,892980,0.828064234361352,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-7",1,2005-03-27 19:20:00,2005-03-28 06:00:00,21860,1.795,0,,,,,,,,,,,,0,0,0,0,23,31.4,1.53,288,393,19.2,2.25,3.07,0.15,3.7,5.05,0.246,,,,,535,20.5,892980,7.46145266411342,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-8",1,2005-03-28 17:19:00,2005-03-29 02:20:00,45720,3.252,0,,,,,,,,,,,,0,0,0,0,42,120,5.85,222,634,30.9,2.2,6.28,0.306,3.76,10.7,0.524,,,,,536,20.5,892980,15.6055633944769,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2005-9",1,2005-03-29 15:45:00,2005-03-30 00:11:00,29160,2.16,0,,,,,,,,,,,,0,0,0,0,43,78.3,3.82,114,208,10.1,1.26,2.29,0.112,2.18,3.97,0.194,,,,,537,20.5,892980,9.95315460592622,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0.95,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2005-12",1,2005-08-19 03:00:00,2005-08-19 04:17:00,1090,0.5596,116.6114,3.367,34.6456,178.9176,169.6212,158.5976,131.7752,102.3366,4867,252.5,4751,246.5,0,0,5.9436,19.4564,151,10.3,0.501,262,17.8,0.87,1.69,0.115,0.00562,2.15,0.146,0.00714,,,,,538,20.5,892980,0.372048646106296,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Growing season",0.95,1.9,0,1.9,0,0,0.95,0.95,0,0,0,0,"Current crop",1.9,"Current pre-growing season + growing season",,
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2006-5",1,2006-03-10 16:15:00,2006-03-11 00:41:00,10440,0.9991,0,,,,,,,,,,,,0.6858,4.3434,13.0302,13.716,93,60.6,2.96,140,91.3,4.45,0.536,0.349,0.017,0.8,0.522,0.0254,,,,,539,20.5,892980,3.56347510582544,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2006-6",1,2006-03-11 16:15:00,2006-03-11 22:45:00,3589,0.5032,0,,,,,,,,,,,,0,0.6858,13.0302,13.716,62,13.9,0.678,156,35,1.71,0.673,0.151,0.00736,0.87,0.195,0.00951,,,,,540,20.5,892980,1.22502989988578,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2006-7",1,2006-03-12 03:47:00,2006-03-12 08:26:00,6456,1.526,8.4836,0.7167,11.8364,30.48,26.2128,19.304,15.1384,8.4836,295.2,1.76,285.4,1.701,0,0.2286,12.573,13.716,1290,519,25.3,360,145,7.08,0.75,0.302,0.0147,3.18,1.28,0.0625,,,,,541,20.5,892980,2.20362023785527,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2006-8",1,2006-03-13 06:15:00,2006-03-13 13:30:00,8380,1.139,13.716,5.717,2.399284,10.9728,9.6012,9.144,7.3152,7.0866,307.4,0.8854,351.8,1.013,0.4572,8.9408,20.1422,22.6568,654,342,16.7,402,210,10.3,0.698,0.365,0.0178,2.2,1.15,0.0561,,,,,542,20.5,892980,2.86033729758785,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2006-9",3,2006-05-11 14:45:00,2006-05-12 14:55:00,48980,2.175,67.8942,31.73,2.139442,10.9728,9.6012,9.144,7.3152,7.0866,1462,4.209,1697,4.887,0.2286,5.9436,5.9436,31.5468,328,1000,49,290,886,43.2,1.18,3.6,0.176,2.18,6.67,0.326,,,,,543,20.5,892980,16.7182960424646,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2006-13",1,2006-05-28 07:26:00,2006-05-28 11:09:00,47280,15.5,45.5676,2.35,19.39036,103.0224,88.2396,72.136,62.1284,39.4716,1859,45.46,1784,43.63,0.4572,0.4572,1.8288,22.6822,6410,18900,922,248,732,35.7,0.733,2.16,0.106,11.1,32.7,1.6,,,,,544,20.5,892980,16.138036686152,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2006-14",1,2006-05-30 15:15:00,2006-05-30 17:55:00,3184,1.062,9.8298,2.483,3.95732,51.816,35.6616,24.6888,14.6304,7.7724,335.5,1.932,329.6,1.899,0,0,47.3964,54.483,5780,1150,56.1,380,75.5,3.68,0.7,0.139,0.00679,11.2,2.23,0.109,,,,,545,20.5,892980,1.08679164147013,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2006-15",1,2006-05-31 07:40:00,2006-05-31 11:09:00,4491,0.931,12.1158,6.3,1.923034,21.9456,20.574,18.288,14.6304,8.9154,336.7,1.939,343.1,1.976,10.0584,10.0584,57.4548,64.5414,1220,343,16.7,264,74,3.61,0.747,0.209,0.0102,3.18,0.892,0.0435,,,,,546,20.5,892980,1.53290868776456,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2007-2",2,2007-03-12 18:00:00,2007-03-14 05:45:00,148900,6.054,0,,,,,,,,,,,,5.4864,5.4864,5.4864,12.1158,393,3660,178,126,1170,57,0.414,3.85,0.188,1,9.29,0.453,,,,,547,20.5,892980,50.8238930323188,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2007,"Pre-growing season",0.95,2.85,0.95,1.9,0,0.95,0.95,0,0,0,0,0,"Previous crop",2.85,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2007-5",1,2007-03-22 07:19:00,2007-03-22 10:57:00,3240,0.7738,0,,,,,,,,,,,,7.366,7.366,7.366,12.8524,3240,654,31.9,538,109,5.31,0.682,0.138,0.00673,6.81,1.38,0.0672,,,,,548,20.5,892980,1.10590606732514,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2007,"Pre-growing season",0.95,2.85,0.95,1.9,0,0.95,0.95,0,0,0,0,0,"Previous crop",2.85,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2008-1",1,2008-01-07 18:22:00,2008-01-08 09:00:00,10700,0.8292,19.0246,14.87,1.279652,40.2336,29.8704,21.7424,19.6088,12.827,592.2,4.572,581.6,4.49,0.2286,0.2286,0.2286,0.2286,580,388,18.9,350,234,11.4,0.716,0.478,0.0233,1.93,1.29,0.0629,,,,,549,20.5,892980,3.65222065443795,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2008-2",1,2008-01-08 15:05:00,2008-01-09 07:35:00,19010,1.059,23.7998,12.65,1.881378,24.9936,19.3548,15.6464,12.3952,9.1694,540.8,2.639,601.3,2.935,19.0246,19.2532,19.2532,19.2532,241,286,14,440,522,25.5,0.831,0.986,0.0481,1.47,1.74,0.0851,,,,,550,20.5,892980,6.48866491970705,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Frozen","Storm","2008-4",1,2008-03-19 18:00:00,2008-03-20 00:50:00,835.3,0.05414,0,,,,,,,,,,,,0,0,0.6858,0.6858,24,1.25,0.0611,156,8.13,0.397,0.372,0.0194,0.000946,0.465,0.0242,0.00118,,,,,551,20.5,892980,0.285112141369348,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2008-5",1,2008-04-09 03:22:00,2008-04-09 04:54:00,178.2,0.05091,25.654,7.117,3.60426,12.192,10.668,9.144,6.604,5.842,564.3,1.467,665.9,1.731,0,0,0,17.272,535,5.95,0.29,652,7.25,0.354,0.798,0.00888,0.000433,2.08,0.0231,0.00113,,,,,552,20.5,892980,0.0608248337028825,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2008-6",1,2008-04-11 01:46:00,2008-04-11 15:00:00,8720,0.4313,31.496,16.52,1.907032,15.24,9.144,8.128,7.112,6.096,671.8,1.881,776.2,2.173,0,28.702,28.702,45.974,256,139,6.8,516,281,13.7,0.869,0.473,0.0231,1.47,0.8,0.039,,,,,553,20.5,892980,2.97638916885037,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Pre-growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Previous crop",1.9,"Current post-growing season + pre-growing season",0,"No"
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2008-8",1,2008-06-08 14:25:00,2008-06-08 20:15:00,1781,0.288,26.416,5.017,5.26542,30.48,25.908,17.272,13.716,10.414,706,3.812,765.1,4.132,7.112,7.112,27.686,30.48,152,16.9,0.825,584,64.9,3.17,1.33,0.148,0.00722,1.8,0.2,0.00976,,,,,554,20.5,892980,0.6079070079957,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Current crop",2.85,"Current pre-growing season + growing season",,
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2008-9",1,2008-06-08 23:30:00,2008-06-09 09:13:00,32170,2.215,27.94,9.1,3.07086,48.768,38.1,31.496,23.876,13.716,815.3,7.664,843,7.924,33.02,33.528,54.102,56.896,384,771,37.6,454,912,44.5,1.13,2.27,0.111,2.1,4.22,0.206,,,,,555,20.5,892980,10.9805549956326,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Current crop",2.85,"Current pre-growing season + growing season",,
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2008-10",1,2008-06-13 00:23:00,2008-06-13 10:46:00,50390,15.6,55.372,10.1,5.48132,124.968,94.488,80.264,49.276,25.654,1974,38.29,1963,38.09,3.048,3.048,64.516,87.884,5930,18700,910,260,818,39.9,0.78,2.45,0.12,10.4,32.7,1.6,,,,,556,20.5,892980,17.1995699791709,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2008,"Growing season",0.95,2.85,0,1.9,0.95,0,0.95,0,0,0,0,0,"Current crop",2.85,"Current pre-growing season + growing season",,
"USGS-442944087354100","P1",0,0,0,"Non-Frozen","Storm","2010-1",1,2009-10-06 20:12:00,2009-10-06 21:46:00,187.1,0.09465,27.432,15.97,1.718056,16.4592,13.716,11.8872,8.6868,5.9436,579,1.98,666.8,2.28,0,0,18.5166,66.0908,1550,18.1,0.882,434,5.07,0.247,0.269,0.00314,0.000153,3.14,0.0366,0.00179,,,,,557,20.5,892980,0.0638626620976954,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2010,"Post-growing season",,,,,,,,,,,,,"Previous crop",,"Previous growing season + current post-growing season",,
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-1",1,2003-11-23 13:21:00,2003-11-23 15:40:00,231.4,0.09813,43.2816,11.78,3.67284,30.7848,26.5176,24.0792,16.1544,10.9728,1277,8.123,1304,8.292,0,0,0,0,2080,30,1.36,,,,0.183,0.00264,0.00012,3.37,0.0487,0.0022,,,,,558,22.1,962676,0.0732652730513693,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Post-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",,"Previous growing season + current post-growing season",0.94,"Partial"
"USGS-442916087362600","P2",1,0,0,"Frozen","Storm","2004-4",2,2004-02-20 14:00:00,2004-02-21 04:04:00,1935,0.0903,11.43,14.17,0.806704,5.4864,4.1148,2.7432,2.7432,2.0574,183.4,0.198,215.2,0.2324,0,0,0,0,48.7,5.88,0.266,,,,0.142,0.0171,0.000774,0.183,0.0222,0.001,,,,,559,22.1,962676,0.61265472495419,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2004-5",6,2004-02-29 18:00:00,2004-03-04 03:45:00,141000,2.355,9.6012,15.4,0.62357,8.2296,8.2296,5.4864,4.1148,2.5146,177.9,0.2883,199.7,0.3235,0,0,2.0574,14.4018,27.8,245,11.1,,,,0.015,0.0868,0.00393,0.011,0.0566,0.00256,,,"<","<",560,22.1,962676,44.6430574772821,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2004-7",4,2004-03-05 10:57:00,2004-03-06 05:30:00,36440,1.65,32.2326,8.15,3.95478,24.6888,19.2024,15.5448,15.0876,11.2014,853.2,5.068,919.9,5.464,0.2286,0.2286,9.8298,22.86,19.1,43.5,1.97,,,,0.055,0.102,0.00461,0.798,1.81,0.0821,,,"<",,561,22.1,962676,11.5375391097316,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2004-9",1,2004-03-14 15:05:00,2004-03-14 19:20:00,1113,0.1306,0.2286,,,,,,,,,,,,5.4864,5.4864,8.2296,56.007,212,14.7,0.666,,,,0.12,0.00833,0.000377,0.362,0.0251,0.00114,,,,,562,22.1,962676,0.352395198384503,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-11",1,2004-03-29 00:30:00,2004-03-29 05:50:00,4371,0.697,20.701,4.9,4.22402,13.716,12.3444,11.176,10.16,7.874,532,2.128,579.6,2.319,0,0,6.6294,11.2014,230,62.8,2.84,,,,0.19,0.0518,0.00235,1.29,0.352,0.0159,,,,,563,22.1,962676,1.38393478179574,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-12",1,2004-03-30 22:25:00,2004-03-31 01:40:00,732.4,0.09726,6.604,6.9,0.957072,3.048,3.048,3.048,2.54,1.778,104.8,0.1048,124.6,0.1246,0,20.701,27.3304,31.9024,20,0.914,0.0414,,,,0.176,0.00805,0.000364,0.19,0.00869,0.000393,,,,,564,22.1,962676,0.231890604938733,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
