"field_year","Field_Name","estimated","frozen","storm_start","storm_end","month_name","runoff_in","runoff_volume_cubicft","peak_discharge_cfs","sediment_yield_lbsac","cl_yield_lbsac","no3_yield_lbsac","nh4_yield_lbsac","orgn_yield_lbsac","tn_yield_lbsac","srp_yield_lbsac","tp_yield_lbsac","sediment_conc_mgL","cl_conc_mgL","no3_conc_mgL","nh4_conc_mgL","orgn_conc_mgL","tn_conc_mgL","srp_conc_mgL","tp_conc_mgL","sediment_load_lbs","cl_load_lbs","no3_load_lbs","nh4_load_lbs","orgn_load_lbs","tn_load_lbs","srp_load_lbs","tp_load_pounds"
"2005","P3","Measured","Non-Frozen",2005-09-13 23:24:00,2005-09-14 01:30:00,"Sep",0.0422405876951331,2024,1.336,20.9,0.0383,0.0163,0.000479,0.0828,0.0995,0.00249,0.0335,"2180","4","1.7",0.1,8.65,10.4,0.26,3.5,276,0.505,0.215,0.00632,1.09,1.31,0.0328,0.442
"2005","P3","Estimated","Non-Frozen",2005-09-25 16:35:00,2005-09-25 16:44:00,"Sep",0.000169045830202855,8.1,0.02623,0.0839,0.000154,6.53e-05,1.92e-06,0.000332,0.000399,9.99e-06,0.000134,"2180","4","1.7",0.1,8.65,10.4,0.26,3.5,1.11,0.00203,0.000862,2.54e-05,0.00439,0.00527,0.000132,0.00177
"2006","P3","Estimated","Frozen",2005-11-28 14:00:00,2005-11-29 09:05:00,"Nov",0.0244177310293013,1170,0.05091,0.00553,0.224,0.332,0.000387,0.0073,0.34,0.000874,0.00117,"2","40.5","60",0.07,1.32,61.4,0.158,0.212,0.073,2.96,4.38,0.00511,0.0964,4.48,0.0115,0.0155
"2006","P3","Measured","Frozen",2006-01-02 15:00:00,2006-01-05 21:56:00,"Jan",0.183717338676016,8803,0.05028,0.0416,1.69,2.5,0.00291,0.055,2.56,0.00658,0.00883,"2","40.5","60",0.07,1.32,61.4,0.158,0.212,0.55,22.3,33,0.0385,0.725,33.7,0.0868,0.117
"2006","P3","Measured","Frozen",2006-01-29 00:20:00,2006-01-31 12:06:00,"Jan",0.182924284163954,8765,0.1157,1.82,0.891,1.04,0.00953,0.0788,1.13,0.0132,0.0206,"44","21.5","25.2",0.23,1.9,27.3,0.318,0.497,24.1,11.8,13.8,0.126,1.04,15,0.174,0.272
"2006","P3","Estimated","Frozen",2006-01-31 17:00:00,2006-02-01 04:53:00,"Jan",0.026671675432006,1278,0.08781,0.266,0.13,0.152,0.00139,0.0115,0.165,0.00192,0.00301,"44","21.5","25.2",0.23,1.9,27.3,0.318,0.497,3.51,1.72,2.01,0.0184,0.152,2.18,0.0254,0.0397
"2006","P3","Measured","Frozen",2006-02-01 10:52:00,2006-02-02 15:14:00,"Feb",0.0657191752233075,3149,0.05883,0.179,0.603,0.697,0.00104,0.00566,0.704,0.00209,0.00289,"12","40.5","46.8",0.07,0.38,47.2,0.14,0.194,2.36,7.96,9.2,0.0138,0.0747,9.29,0.0275,0.0381
"2006","P3","Measured","Frozen",2006-02-02 15:14:00,2006-02-04 09:02:00,"Feb",0.0828533266549795,3970,0.04839,0.225,0.76,0.879,0.00131,0.00714,0.887,0.00263,0.00364,"12","40.5","46.8",0.07,0.38,47.2,0.14,0.194,2.97,10,11.6,0.0174,0.0942,11.7,0.0347,0.0481
"2006","P3","Estimated","Frozen",2006-02-04 16:00:00,2006-02-05 01:16:00,"Feb",0.00980883212288171,470,0.02141,0.0267,0.09,0.104,0.000156,0.000845,0.105,0.000311,0.000431,"12","40.5","46.8",0.07,0.38,47.2,0.14,0.194,0.352,1.19,1.37,0.00205,0.0112,1.39,0.00411,0.00569
"2006","P3","Estimated","Frozen",2006-02-22 19:50:00,2006-02-23 14:12:00,"Feb",0.0561190416562317,2689,0.07963,0.153,0.515,0.595,0.00089,0.00483,0.601,0.00178,0.00247,"12","40.5","46.8",0.07,0.38,47.2,0.14,0.194,2.01,6.8,7.86,0.0117,0.0638,7.93,0.0235,0.0326
"2006","P3","Estimated","Frozen",2006-02-23 16:42:00,2006-02-24 10:00:00,"Feb",0.0631521829868937,3026,0.09991,0.172,0.58,0.67,0.001,0.00544,0.676,0.002,0.00278,"12","40.5","46.8",0.07,0.38,47.2,0.14,0.194,2.27,7.65,8.84,0.0132,0.0718,8.92,0.0264,0.0366
"2006","P3","Estimated","Frozen",2006-03-07 21:27:00,2006-03-08 18:45:00,"Mar",0.0144419400617748,692,0.01664,0.259,0.0164,0.0311,0.000524,0.00632,0.0379,0.000363,0.0017,"79","5","9.5",0.16,1.93,11.6,0.111,0.52,3.41,0.216,0.41,0.00691,0.0834,0.501,0.0048,0.0225
"2006","P3","Measured","Frozen",2006-03-08 18:45:00,2006-03-10 13:40:00,"Mar",0.290717088237749,13930,0.1935,5.21,0.329,0.626,0.0105,0.127,0.764,0.00731,0.0343,"79","5","9.5",0.16,1.93,11.6,0.111,0.52,68.7,4.35,8.26,0.139,1.68,10.1,0.0965,0.452
"2006","P3","Measured","Frozen",2006-03-10 13:40:00,2006-03-11 13:07:00,"Mar",0.134819267050672,6460,0.2635,5.19,0.214,0.284,0.0122,0.0559,0.352,0.0104,0.0184,"170","7","9.3",0.4,1.83,11.5,0.34,0.603,68.6,2.82,3.75,0.161,0.738,4.65,0.137,0.243
"2006","P3","Measured","Frozen",2006-03-11 13:07:00,2006-03-12 03:30:00,"Mar",0.0389640203689791,1867,0.08042,0.389,0.0971,0.119,0.00309,0.0148,0.137,0.00239,0.0036,"44","11","13.5",0.35,1.68,15.5,0.271,0.408,5.13,1.28,1.57,0.0408,0.196,1.81,0.0316,0.0476
"2006","P3","Measured","Frozen",2006-03-12 03:30:00,2006-03-12 13:11:00,"Mar",0.142812421738042,6843,1.214,33.5,0.663,0.774,0.0107,0.31,1.09,0.0112,0.0803,"1040","20.5","23.9",0.33,9.57,33.8,0.347,2.48,442,8.76,10.2,0.141,4.09,14.4,0.148,1.06
"2006","P3","Measured","Frozen",2006-03-12 13:11:00,2006-03-13 02:43:00,"Mar",0.0373570414892729,1790,0.04776,0.567,0.233,0.287,0.00254,0.0219,0.311,0.00197,0.00363,"67","27.5","33.9",0.3,2.59,36.8,0.233,0.429,7.49,3.07,3.79,0.0335,0.289,4.11,0.026,0.0479
"2006","P3","Measured","Frozen",2006-03-13 02:43:00,2006-03-14 04:30:00,"Mar",0.322856665831872,15470,1.348,173,1.79,2.44,0.0161,0.617,3.08,0.0187,0.26,"2360","24.5","33.4",0.22,8.43,42,0.255,3.56,2280,23.7,32.2,0.212,8.14,40.6,0.246,3.44
"2006","P3","Measured","Non-Frozen",2006-04-03 07:25:00,2006-04-03 19:30:00,"Apr",0.0202729777109942,971.4,0.05548,2.17,0.218,0.217,0.000505,0.0115,0.229,0.000781,0.00424,"473","47.5","47.2",0.11,2.51,49.8,0.17,0.923,28.7,2.88,2.86,0.00667,0.152,3.02,0.0103,0.056
"2006","P3","Measured","Non-Frozen",2006-05-11 14:25:00,2006-05-11 20:17:00,"May",0.236872860839803,11350,1.107,47.2,0.698,1.2,0.0199,0.292,1.51,0.0154,0.1,"879","13","22.4",0.37,5.43,28.2,0.286,1.87,623,9.21,15.9,0.262,3.85,20,0.203,1.33
"2006","P3","Measured","Non-Frozen",2006-05-11 20:17:00,2006-05-12 05:34:00,"May",0.52821604474497,25310,2.46,119,1.62,2.84,0.0407,0.594,3.47,0.0416,0.261,"992","13.5","23.7",0.34,4.96,29,0.348,2.18,1570,21.3,37.4,0.537,7.84,45.8,0.55,3.44
"2006","P3","Measured","Non-Frozen",2006-05-12 05:34:00,2006-05-12 21:05:00,"May",0.34643960263795,16600,1.19,17.3,0.903,1.68,0.0228,0.199,1.9,0.0235,0.0644,"220","11.5","21.4",0.29,2.53,24.2,0.299,0.82,228,11.9,22.2,0.301,2.62,25.1,0.31,0.85
"2006","P3","Estimated","Non-Frozen",2006-05-13 02:00:00,2006-05-13 14:00:00,"May",0.0344978712747308,1653,0.0726,2.26,0.117,0.142,0.00195,0.0202,0.164,0.00245,0.00696,"289","15","18.2",0.25,2.58,21,0.314,0.89,29.8,1.55,1.88,0.0258,0.266,2.17,0.0324,0.0918
"2006","P3","Measured","Non-Frozen",2006-05-13 23:51:00,2006-05-14 21:15:00,"May",0.325987144168962,15620,0.7657,21.3,1.11,1.34,0.0185,0.191,1.55,0.0232,0.0657,"289","15","18.2",0.25,2.58,21,0.314,0.89,282,14.6,17.7,0.244,2.52,20.5,0.306,0.868
"2006","P3","Estimated","Non-Frozen",2006-05-15 11:22:00,2006-05-15 21:45:00,"May",0.0691627013941064,3314,0.3504,4.53,0.235,0.285,0.00392,0.0404,0.33,0.00492,0.0139,"289","15","18.2",0.25,2.58,21,0.314,0.89,59.8,3.1,3.77,0.0517,0.534,4.35,0.065,0.184
"2006","P3","Estimated","Non-Frozen",2006-05-16 07:37:00,2006-05-16 14:37:00,"May",0.033704816762668,1615,0.1245,2.21,0.115,0.139,0.00191,0.0197,0.161,0.0024,0.0068,"289","15","18.2",0.25,2.58,21,0.314,0.89,29.1,1.51,1.84,0.0252,0.26,2.12,0.0317,0.0897
"2006","P3","Estimated","Non-Frozen",2006-05-17 15:33:00,2006-05-17 16:56:00,"May",0.00300317221804825,143.9,0.05682,1.58,0.00952,0.0034,0.000177,0.00703,0.0106,0.000186,0.0032,"2320","14","5",0.26,10.3,15.6,0.274,4.71,20.8,0.126,0.0449,0.00233,0.0929,0.14,0.00246,0.0423
"2006","P3","Measured","Non-Frozen",2006-05-17 18:30:00,2006-05-18,"May",0.0499415644043743,2393,0.5508,26.2,0.158,0.0566,0.00294,0.117,0.177,0.0031,0.0533,"2320","14","5",0.26,10.3,15.6,0.274,4.71,346,2.09,0.747,0.0388,1.54,2.33,0.0409,0.704
"2006","P3","Measured","Non-Frozen",2006-05-28 07:25:00,2006-05-28 12:00:00,"May",0.793889306286001,38040,9.892,1700,1.08,0.522,0.0108,6.21,6.74,0.0824,2.52,"9430","6","2.9",0.06,34.5,37.5,0.458,14,22400,14.3,6.89,0.143,82,89,1.09,33.3
"2006","P3","Measured","Non-Frozen",2006-05-30 15:21:00,2006-05-30 18:00:00,"May",0.0214959512480174,1030,0.931,37.5,0.0365,0.0205,0.0019,0.163,0.185,0.00122,0.0584,"7700","7.5","4.2",0.39,33.5,38.1,0.25,12,495,0.482,0.27,0.0251,2.15,2.45,0.0161,0.771
"2006","P3","Measured","Non-Frozen",2006-05-31 07:41:00,2006-05-31 12:45:00,"May",0.233324985391101,11180,3.806,268,0.0793,0.0529,0.00582,1.06,1.12,0.0157,0.462,"5070","1.5","1",0.11,20,21.1,0.296,8.74,3540,1.05,0.698,0.0768,14,14.7,0.207,6.1
"2006","P3","Estimated","Non-Frozen",2006-08-02 09:30:00,2006-08-02 09:55:00,"Aug",0.000630269638534101,30.2,0.03188,0.724,0.000214,0.000143,1.57e-05,0.00285,0.00301,4.22e-05,0.00125,"5070","1.5","1",0.11,20,21.1,0.296,8.74,9.55,0.00282,0.00188,0.000207,0.0376,0.0397,0.000557,0.0165
"2007","P3","Measured","Non-Frozen",2006-10-04 03:45:00,2006-10-04 06:40:00,"Oct",0.0992987728524919,4758,3.144,110,0.0788,0.036,0.0027,0.402,0.441,0.00788,0.153,"4880","3.5","1.6",0.12,17.9,19.6,0.35,6.8,1450,1.04,0.475,0.0356,5.31,5.82,0.104,2.02
"2007","P3","Measured","Non-Frozen",2006-10-04 08:30:00,2006-10-04 11:45:00,"Oct",0.0233533683946907,1119,0.3576,9.52,0.0371,0.00847,0.000318,0.0526,0.0614,0.0021,0.0191,"1800","7","1.6",0.06,9.94,11.6,0.396,3.6,126,0.489,0.112,0.00419,0.695,0.811,0.0277,0.252
"2007","P3","Estimated","Frozen",2007-02-21 23:00:00,2007-02-22 01:30:00,"Feb",0.00498998246932131,239.1,0.05816,0.0102,0.00249,0.0052,0.000633,0.00118,0.00701,0.000475,0.000633,"9","2.2","4.6",0.56,1.04,6.2,0.42,0.56,0.134,0.0328,0.0687,0.00836,0.0155,0.0925,0.00627,0.00836
"2007","P3","Estimated","Frozen",2007-03-10 12:30:00,2007-03-10 14:45:00,"Mar",0.00438266967192587,210,0.04336,0.00894,0.00219,0.00457,0.000556,0.00103,0.00616,0.000417,0.000556,"9","2.2","4.6",0.56,1.04,6.2,0.42,0.56,0.118,0.0288,0.0603,0.00734,0.0136,0.0813,0.00551,0.00734
"2007","P3","Estimated","Frozen",2007-03-10 23:30:00,2007-03-11 01:00:00,"Mar",0.00239794640621087,114.9,0.03084,0.00489,0.0012,0.0025,0.000304,0.000565,0.00337,0.000228,0.000304,"9","2.2","4.6",0.56,1.04,6.2,0.42,0.56,0.0646,0.0158,0.033,0.00402,0.00746,0.0445,0.00301,0.00402
"2007","P3","Estimated","Frozen",2007-03-12 00:15:00,2007-03-12 01:45:00,"Mar",0.00385674931129477,184.8,0.05028,0.00787,0.00192,0.00402,0.000489,0.000909,0.00542,0.000367,0.000489,"9","2.2","4.6",0.56,1.04,6.2,0.42,0.56,0.104,0.0254,0.0531,0.00646,0.012,0.0715,0.00485,0.00646
"2007","P3","Measured","Frozen",2007-03-12 16:30:00,2007-03-13 11:33:00,"Mar",0.0864012021036814,4140,0.082,0.176,0.0431,0.0901,0.011,0.0204,0.121,0.00822,0.011,"9","2.2","4.6",0.56,1.04,6.2,0.42,0.56,2.33,0.569,1.19,0.145,0.269,1.6,0.109,0.145
"2007","P3","Measured","Frozen",2007-03-13 11:33:00,2007-03-14 13:09:00,"Mar",1.96260121879957,94040,4.534,248,6.49,1.11,1.2,3.91,6.23,0.707,1.33,"557","14.6","2.5",2.7,8.8,14,1.59,3,3270,85.7,14.7,15.9,51.7,82.2,9.33,17.6
"2007","P3","Measured","Frozen",2007-03-14 13:09:00,2007-03-15 04:50:00,"Mar",0.068140078470657,3265,0.1454,0.494,0.278,0.127,0.0355,0.0618,0.224,0.0131,0.0188,"32","18","8.2",2.3,4,14.5,0.85,1.22,6.52,3.67,1.67,0.469,0.815,2.96,0.173,0.249
"2007","P3","Estimated","Frozen",2007-03-19 17:30:00,2007-03-19 19:29:00,"Mar",0.00423240671174556,202.8,0.06234,0.0307,0.0173,0.00786,0.00221,0.00384,0.0139,0.000815,0.00117,"32","18","8.2",2.3,4,14.5,0.85,1.22,0.405,0.228,0.104,0.0291,0.0506,0.184,0.0108,0.0154
"2007","P3","Measured","Frozen",2007-03-21 22:00:00,2007-03-22 14:27:00,"Mar",0.207759412304867,9955,1.454,178,0.829,0.523,0.132,0.946,1.6,0.0357,0.333,"3780","17.6","11.1",2.8,20.1,34,0.759,7.07,2350,10.9,6.9,1.74,12.5,21.1,0.472,4.39
"2007","P3","Estimated","Non-Frozen",2007-04-01 04:18:00,2007-04-01 04:59:00,"Apr",0.00277777777777778,133.1,0.1081,0.763,0.0135,0.0107,0.000195,0.00484,0.0157,0.000176,0.00186,"1210","21.5","17",0.31,7.69,25,0.279,2.96,10.1,0.179,0.141,0.00257,0.0639,0.208,0.00232,0.0246
"2007","P3","Measured","Non-Frozen",2007-04-01 05:22:00,2007-04-01 07:48:00,"Apr",0.0112071124467819,537,0.1822,3.08,0.0546,0.0432,0.000787,0.0195,0.0635,0.000709,0.00752,"1210","21.5","17",0.31,7.69,25,0.279,2.96,40.6,0.721,0.57,0.0104,0.258,0.838,0.00935,0.0992
"2008","P3","Estimated","Frozen",2007-12-02 06:15:00,2007-12-02 10:45:00,"Dec",0.018211035979631,872.6,0.092,0.45,0.136,0.0677,0.012,0.028,0.108,0.00475,0.00825,"109","33","16.4",2.91,6.79,26.1,1.15,2,5.94,1.8,0.893,0.159,0.37,1.42,0.0626,0.109
"2008","P3","Measured","Frozen",2008-01-07 18:15:00,2008-01-08 06:30:00,"Jan",0.066366140746306,3180,0.2012,1.64,0.496,0.247,0.0438,0.102,0.392,0.0173,0.0301,"109","33","16.4",2.91,6.79,26.1,1.15,2,21.6,6.55,3.26,0.578,1.35,5.18,0.228,0.397
"2008","P3","Measured","Frozen",2008-01-08 15:15:00,2008-01-09 09:31:00,"Jan",0.418649302946824,20060,1.024,5.5,4.17,2.94,0.19,0.474,3.61,0.11,0.162,"58","43.9","31",2,5,38,1.16,1.71,72.6,55,38.8,2.5,6.26,47.6,1.45,2.14
"2008","P3","Estimated","Frozen",2008-03-03 15:36:00,2008-03-04 04:00:00,"Mar",0.0802445947074046,3845,0.1947,0.291,0.04,0.0364,0.0144,0.0185,0.0693,0.0056,0.00709,"16","2.2","2",0.79,1.02,3.81,0.308,0.39,3.84,0.528,0.48,0.19,0.245,0.914,0.0739,0.0936
"2008","P3","Measured","Frozen",2008-03-14 19:38:00,2008-03-15 16:44:00,"Mar",0.169317138325403,8113,0.4256,0.614,0.0844,0.0767,0.0303,0.0391,0.146,0.0118,0.015,"16","2.2","2",0.79,1.02,3.81,0.308,0.39,8.1,1.11,1.01,0.4,0.517,1.93,0.156,0.198
"2008","P3","Measured","Frozen",2008-03-19 18:40:00,2008-03-20 11:37:00,"Mar",0.200141915017948,9590,0.8779,1.45,0.277,0.118,0.0376,0.068,0.224,0.0168,0.0229,"32","6.1","2.6",0.83,1.5,4.93,0.37,0.505,19.2,3.65,1.56,0.497,0.898,2.95,0.222,0.302
"2008","P3","Measured","Frozen",2008-03-20 21:00:00,2008-03-21 04:00:00,"Mar",0.0156878704399366,751.7,0.0465,0.0427,0.0377,0.0153,0.00135,0.0053,0.0219,0.00127,0.00154,"12","10.6","4.3",0.38,1.49,6.17,0.357,0.434,0.563,0.497,0.202,0.0178,0.0699,0.29,0.0168,0.0204
"2008","P3","Estimated","Frozen",2008-03-25 17:45:00,2008-03-26 01:00:00,"Mar",0.015147341180399,725.8,0.0478,0.0412,0.0364,0.0148,0.0013,0.00511,0.0212,0.00123,0.00149,"12","10.6","4.3",0.38,1.49,6.17,0.357,0.434,0.544,0.48,0.195,0.0172,0.0675,0.28,0.0162,0.0197
"2008","P3","Measured","Frozen",2008-03-31 21:07:00,2008-04-01 07:30:00,"Mar",0.0896151598630937,4294,0.3248,9.81,0.66,0.42,0.00426,0.0697,0.494,0.00719,0.0272,"483","32.5","20.7",0.21,3.43,24.3,0.354,1.34,129,8.71,5.55,0.0563,0.919,6.52,0.0949,0.359
"2008","P3","Measured","Non-Frozen",2008-04-09 01:15:00,2008-04-09 14:15:00,"Apr",0.103681442524418,4968,0.4654,13.7,0.761,0.484,0.00282,0.0963,0.583,0.00808,0.0357,"581","32.4","20.6",0.12,4.1,24.8,0.344,1.52,180,10,6.39,0.0372,1.27,7.7,0.107,0.471
"2008","P3","Measured","Non-Frozen",2008-04-11 00:30:00,2008-04-11 16:45:00,"Apr",0.366057266883713,17540,1.294,107,2.12,1.47,0.00581,0.558,2.03,0.0288,0.21,"1280","25.6","17.7",0.07,6.73,24.5,0.347,2.53,1410,28,19.4,0.0766,7.37,26.8,0.38,2.77
"2008","P3","Measured","Non-Frozen",2008-04-11 17:41:00,2008-04-12,"Apr",0.11071458385508,5305,1.053,19.6,0.75,0.472,0.00276,0.113,0.588,0.00921,0.0482,"781","29.9","18.8",0.11,4.52,23.4,0.367,1.92,259,9.9,6.23,0.0364,1.5,7.76,0.122,0.636
"2008","P3","Estimated","Non-Frozen",2008-04-12 04:30:00,2008-04-12 22:30:00,"Apr",0.0715836046414559,3430,0.1119,12.7,0.485,0.305,0.00178,0.0733,0.38,0.00595,0.0311,"781","29.9","18.8",0.11,4.52,23.4,0.367,1.92,167,6.4,4.03,0.0236,0.968,5.02,0.0786,0.411
"2008","P3","Measured","Non-Frozen",2008-06-08 23:45:00,2008-06-09 09:00:00,"Jun",0.377326988897237,18080,1.348,14,1.43,2.31,0.0231,0.447,2.78,0.0517,0.0984,"164","16.7","27",0.27,5.23,32.5,0.605,1.15,185,18.9,30.5,0.305,5.9,36.7,0.683,1.3
"2008","P3","Measured","Non-Frozen",2008-06-13 00:30:00,2008-06-13 11:15:00,"Jun",0.648843810000835,31090,9.148,322,1.57,1.47,0.207,1.5,3.18,0.0737,0.569,"2190","10.7","10",1.41,10.2,21.6,0.501,3.87,4250,20.8,19.4,2.74,19.8,41.9,0.972,7.51
"2010","P3","Measured","Non-Frozen",2009-10-30 11:30:00,2009-10-30 14:15:00,"Oct",0.0304073795809333,1457,0.3972,8.39,0.0379,0.011,0.000482,0.0457,0.0572,0.00245,0.0227,"1220","5.5","1.6",0.07,6.63,8.3,0.355,3.29,111,0.5,0.146,0.00637,0.603,0.755,0.0323,0.299
"2004","R1","Measured","Frozen",2004-02-19 03:00:00,2004-02-19 17:00:00,"Feb",0.0201476844833488,1236,0.03032,0.201,0.534,0.00142,0.199,0.118,0.318,0.0256,0.0357,"44","117","0.31",43.6,25.8,69.7,5.6,7.82,3.39,9.03,0.0239,3.36,1.99,5.38,0.432,0.603
"2004","R1","Measured","Frozen",2004-02-20 11:00:00,2004-02-20 13:04:00,"Feb",0.0391706195902,2403,0.4351,0.391,0.799,0.00071,0.304,0.263,0.567,0.079,0.0994,"44","90","0.08",34.2,29.6,63.9,8.9,11.2,6.6,13.5,0.012,5.13,4.44,9.58,1.33,1.68
"2004","R1","Measured","Frozen",2004-02-20 13:04:00,2004-02-20 18:34:00,"Feb",0.176373742807309,10820,0.6892,1.48,3.28,0.0032,1.06,1.29,2.35,0.456,0.584,"37","82","0.08",26.5,32.2,58.8,11.4,14.6,25,55.4,0.054,17.9,21.8,39.7,7.7,9.86
"2004","R1","Measured","Frozen",2004-02-20 18:34:00,2004-02-20 20:34:00,"Feb",0.0888389000277112,5450,1.122,0.624,1.43,0.00121,0.415,0.572,0.988,0.246,0.284,"31","71","0.06",20.6,28.4,49.1,12.2,14.1,10.5,24.2,0.0204,7.01,9.66,16.7,4.15,4.8
"2004","R1","Measured","Frozen",2004-02-20 20:34:00,2004-02-21 05:34:00,"Feb",0.0633282801114969,3885,0.5288,0.33,0.961,0.000861,0.287,0.451,0.738,0.189,0.22,"23","67","0.06",20,31.4,51.5,13.2,15.3,5.58,16.2,0.0146,4.85,7.62,12.5,3.2,3.71
"2004","R1","Measured","Frozen",2004-02-21 05:34:00,2004-02-21 20:02:00,"Feb",0.0220059660619101,1350,0.04713,0.145,0.334,0.000299,0.0947,0.144,0.239,0.0688,0.0813,"29","67","0.06",19,28.8,47.9,13.8,16.3,2.44,5.65,0.00506,1.6,2.43,4.03,1.16,1.37
"2004","R1","Measured","Frozen",2004-02-21 20:02:00,2004-02-22 18:00:00,"Feb",0.0625295450470276,3836,0.229,0.269,0.893,0.000425,0.351,0.344,0.696,0.163,0.196,"19","63","0.03",24.8,24.3,49.1,11.5,13.8,4.55,15.1,0.00718,5.94,5.82,11.8,2.75,3.3
"2004","R1","Measured","Frozen",2004-02-22 21:48:00,2004-02-23 17:59:00,"Feb",0.0956036970022984,5865,0.2262,0.585,1.03,0.00108,0.277,1.07,1.35,0.227,0.613,"27","47.5","0.05",12.8,49.6,62.4,10.5,28.3,9.89,17.4,0.0183,4.69,18.2,22.9,3.84,10.4
"2004","R1","Measured","Frozen",2004-02-23 17:59:00,2004-02-24 10:00:00,"Feb",0.131856488499845,8089,0.451,0.329,0.762,0.017,0.242,0.2,0.459,0.254,0.287,"11","25.5","0.57",8.1,6.7,15.4,8.5,9.6,5.55,12.9,0.288,4.09,3.38,7.76,4.29,4.85
"2004","R1","Measured","Frozen",2004-02-25 21:00:00,2004-02-26 04:00:00,"Feb",0.010034720524231,615.6,0.07035,0.00455,0.033,0.00236,0.0125,0.0109,0.0258,0.0111,0.0128,"2","14.5","1.04",5.5,4.8,11.3,4.86,5.64,0.0769,0.557,0.04,0.211,0.184,0.436,0.187,0.217
"2004","R1","Measured","Frozen",2004-02-26 20:00:00,2004-02-27 01:00:00,"Feb",0.0157318206269255,965.1,0.1008,0.103,0.0517,0.00417,0.0214,0.0182,0.0437,0.0215,0.0244,"29","14.5","1.17",6,5.1,12.3,6.04,6.84,1.75,0.874,0.0705,0.361,0.307,0.739,0.364,0.412
"2004","R1","Estimated","Frozen",2004-02-27 20:00:00,2004-02-28 01:00:00,"Feb",0.00904689715878527,555,0.06163,0.0041,0.0297,0.00213,0.0113,0.00984,0.0233,0.00996,0.0116,"2","14.5","1.04",5.5,4.8,11.3,4.86,5.64,0.0693,0.502,0.036,0.191,0.166,0.393,0.168,0.195
"2004","R1","Estimated","Frozen",2004-02-28 19:00:00,2004-02-28 22:00:00,"Feb",0.00580794496878413,356.3,0.06305,0.00263,0.0191,0.00137,0.00724,0.00632,0.0149,0.0064,0.00742,"2","14.5","1.04",5.5,4.8,11.3,4.86,5.64,0.0445,0.323,0.0231,0.122,0.107,0.252,0.108,0.125
"2004","R1","Measured","Frozen",2004-03-05 01:53:00,2004-03-05 05:04:00,"Mar",0.261463478246695,16040,3.618,3.85,0.504,0.293,0.0948,0.273,0.661,0.27,0.302,"65","8.5","4.95",1.6,4.6,11.2,4.55,5.1,65.1,8.51,4.96,1.6,4.61,11.2,4.56,5.11
"2004","R1","Measured","Frozen",2004-03-05 05:04:00,2004-03-05 11:09:00,"Mar",0.25380214191403,15570,3.372,2.7,0.489,0.245,0.104,0.213,0.561,0.297,0.333,"47","8.5","4.26",1.8,3.7,9.76,5.17,5.79,45.7,8.26,4.14,1.75,3.6,9.49,5.03,5.63
"2004","R1","Estimated","Non-Frozen",2004-05-22 03:47:00,2004-05-22 04:01:00,"May",0.000684630055259426,42,0.082,0.0434,7.76e-05,0.000219,5.89e-05,0.000406,0.000684,0.000219,0.000276,"280","0.5","1.41",0.38,2.62,4.41,1.42,1.78,0.734,0.00131,0.0037,0.000996,0.00687,0.0116,0.00371,0.00467
"2004","R1","Measured","Non-Frozen",2004-05-23 05:16:00,2004-05-23 07:00:00,"May",0.530099271358013,32520,39.9,321,0.18,0.0721,0.0769,1.71,1.86,0.136,0.554,"2670","1.5","0.6",0.64,14.3,15.5,1.13,4.61,5420,3.05,1.22,1.3,29,31.5,2.3,9.37
"2004","R1","Measured","Non-Frozen",2004-05-23 08:42:00,2004-05-23 11:00:00,"May",0.198705723181248,12190,7.76,53.6,0.0676,0.0297,0.0144,0.402,0.446,0.0571,0.15,"1190","1.5","0.66",0.32,8.93,9.91,1.27,3.34,906,1.14,0.502,0.244,6.8,7.54,0.965,2.54
"2004","R1","Estimated","Non-Frozen",2004-05-30 12:53:00,2004-05-30 14:02:00,"May",0.0374753451676529,2299,1.502,2.38,0.00425,0.012,0.00323,0.0223,0.0375,0.012,0.0151,"280","0.5","1.41",0.38,2.62,4.41,1.42,1.78,40.2,0.0718,0.202,0.0545,0.376,0.633,0.203,0.256
"2004","R1","Measured","Non-Frozen",2004-06-12 05:52:00,2004-06-12 06:40:00,"Jun",0.0169853456566743,1042,0.9011,1.08,0.00193,0.00543,0.00146,0.0101,0.017,0.00545,0.00686,"280","0.5","1.41",0.38,2.62,4.41,1.42,1.78,18.2,0.0325,0.0917,0.0247,0.17,0.287,0.0921,0.116
"2004","R1","Measured","Non-Frozen",2004-06-17 01:01:00,2004-06-17 02:06:00,"Jun",0.116093696513277,7122,7.08,9.63,0.0263,0.0297,0.00526,0.0642,0.0992,0.0272,0.0418,"366","1","1.13",0.2,2.44,3.77,1.03,1.59,163,0.445,0.502,0.0889,1.08,1.68,0.459,0.707
"2005","R1","Measured","Frozen",2005-01-02 06:50:00,2005-01-02 11:40:00,"Jan",0.0630674686618743,3869,0.372,0.114,0.0572,0.0372,0.014,0.044,0.0952,0.0533,0.057,"8","4","2.6",0.98,3.08,6.66,3.73,3.99,1.93,0.966,0.628,0.237,0.744,1.61,0.901,0.964
